,class,country,countrycode,dead_during_wave,population,si_integral_during_wave,t0_10_dead,tests_during_wave,wave,wave_end,wave_start,class_coarse,si_integral,last_dead_per_10k,last_tests_per_10k,si_response_time,c1_response_time,c2_response_time,c3_response_time,c4_response_time,c5_response_time,c6_response_time,c7_response_time,c8_response_time,h2_response_time,h3_response_time,testing_response_time_1,testing_response_time_10,testing_response_time_100,testing_response_time_1000
266,4.0,Swaziland,SWZ,550.0,1148130.0,9246.849999999999,2020-12-13,,2.0,2021-04-01,2020-11-03,EPI_SECOND_WAVE,30205.1,5.809446665447292,,-94.0,-104.0,,-104.0,192.0,-94.0,-94.0,-94.0,-94.0,,-108.0,,,,
267,3.0,Seychelles,SYC,14.0,97625.0,6418.820000000001,2021-02-18,,1.0,2021-03-11,2020-11-10,EPI_SECOND_WAVE,21288.485,2.151088348271447,,-316.0,-339.0,-316.0,-333.0,-325.0,-315.0,-316.0,-316.0,-290.0,25.0,-340.0,,,,
268,3.0,Seychelles,SYC,7.0,97625.0,1393.49,,,2.0,2021-04-01,2021-03-11,EPI_SECOND_WAVE,21288.485,2.151088348271447,,-316.0,-339.0,-316.0,-333.0,-325.0,-315.0,-316.0,-316.0,-290.0,25.0,-340.0,,,,
269,1.0,Syria,SYR,1255.0,17070135.0,13025.350000000002,2020-07-04,,1.0,2021-04-01,2020-07-04,EPI_FIRST_WAVE,25430.265,0.7410603372498226,,-110.0,-112.0,273.0,-110.0,,-103.0,-101.0,-101.0,,,,,,,
270,1.0,Chad,TCD,154.0,15946876.0,20937.340000000004,2020-05-03,,1.0,2021-04-01,2020-05-03,EPI_FIRST_WAVE,24836.11,0.10284145935542485,,-20.0,-20.0,-20.0,-20.0,138.0,-20.0,-31.0,-20.0,-20.0,,80.0,,,,
271,1.0,Togo,TGO,99.0,8082366.0,17875.96,2020-05-09,266075.0,1.0,2021-04-01,2020-05-09,EPI_FIRST_WAVE,24411.485,0.13486149971431632,340.01058600909687,-50.0,-50.0,,-54.0,,,-37.0,-49.0,-50.0,,17.0,-36.0,-4.0,132.0,
272,4.0,Thailand,THA,69.0,69625582.0,17914.44,2020-03-31,2435827.0,1.0,2021-02-08,2020-03-31,EPI_SECOND_WAVE,24732.239999999998,0.013500784812111158,471.6210487116646,-5.0,-13.0,3.0,-21.0,329.0,,291.0,-5.0,-6.0,,14.0,-33.0,3.0,104.0,
273,4.0,Thailand,THA,20.0,69625582.0,6598.519999999999,2021-01-14,1430194.0,2.0,2021-02-08,2020-10-04,EPI_SECOND_WAVE,24732.239999999998,0.013500784812111158,471.6210487116646,-5.0,-13.0,3.0,-21.0,329.0,,291.0,-5.0,-6.0,,14.0,-33.0,3.0,104.0,
274,2.0,Tajikistan,TJK,91.0,9321018.0,16360.45,2020-05-08,,1.0,2021-04-01,2020-01-09,EPI_FIRST_WAVE,18465.195,0.09762882122961247,,26.0,,,-20.0,,26.0,1.0,38.0,-28.0,,,,,,
275,2.0,Trinidad and Tobago,TTO,132.0,1394973.0,16550.709999999995,2020-08-16,96929.0,1.0,2021-03-11,2020-07-15,EPI_FIRST_WAVE,31588.025,1.017940849034354,790.8755223219374,-146.0,-155.0,-139.0,-148.0,-138.0,288.0,-139.0,-111.0,-146.0,,-156.0,-102.0,-102.0,3.0,264.0
276,2.0,Tunisia,TUN,8559.0,11694719.0,20664.3,2020-04-01,,1.0,2021-03-23,2020-04-01,EPI_FIRST_WAVE,26274.364999999998,7.535024997180352,,-12.0,-20.0,-10.0,-19.0,-12.0,299.0,-12.0,-12.0,-16.0,,36.0,366.0,366.0,366.0,375.0
277,5.0,Turkey,TUR,4669.0,83429615.0,6912.655000000003,2020-03-22,,1.0,2020-06-07,2020-01-09,EPI_THIRD_WAVE,30867.175,3.780072579742817,4624.0243347641,-1.0,-6.0,400.0,-6.0,174.0,299.0,-1.0,6.0,5.0,,28.0,5.0,9.0,34.0,174.0
278,5.0,Turkey,TUR,20541.0,83429615.0,14533.61,2020-06-08,26489903.0,2.0,2021-01-26,2020-06-07,EPI_THIRD_WAVE,30867.175,3.780072579742817,4624.0243347641,-1.0,-6.0,400.0,-6.0,174.0,299.0,-1.0,6.0,5.0,,28.0,5.0,9.0,34.0,174.0
279,5.0,Turkey,TUR,6327.0,83429615.0,4582.995000000001,2021-01-27,,3.0,2021-04-01,2021-01-26,EPI_THIRD_WAVE,30867.175,3.780072579742817,4624.0243347641,-1.0,-6.0,400.0,-6.0,174.0,299.0,-1.0,6.0,5.0,,28.0,5.0,9.0,34.0,174.0
280,2.0,Uganda,UGA,334.0,44269594.0,17242.64,2020-08-14,739912.6883116884,1.0,2021-03-18,2020-06-21,EPI_FIRST_WAVE,29568.7,0.07567270664375192,213.54250504307765,-142.0,-147.0,-142.0,-149.0,-137.0,-142.0,-137.0,-137.0,-53.0,253.0,-4.0,-125.0,-106.0,34.0,
281,3.0,Ukraine,UKR,23516.0,44385155.0,21589.994999999995,2020-03-30,,1.0,2021-02-06,2020-01-09,EPI_SECOND_WAVE,28538.270000000004,7.490342210137602,1829.4634771468072,-14.0,-18.0,355.0,-18.0,-13.0,-12.0,,-18.0,-14.0,171.0,38.0,11.0,18.0,72.0,243.0
282,3.0,Ukraine,UKR,9730.0,44385155.0,3148.2850000000003,2021-02-07,,2.0,2021-04-01,2021-02-06,EPI_SECOND_WAVE,28538.270000000004,7.490342210137602,1829.4634771468072,-14.0,-18.0,355.0,-18.0,-13.0,-12.0,,-18.0,-14.0,171.0,38.0,11.0,18.0,72.0,243.0
283,1.0,Uruguay,URY,943.0,3461734.0,18633.25,2020-04-21,1374056.0,1.0,2021-04-01,2020-04-21,EPI_FIRST_WAVE,25404.92,2.752955599708123,3964.336947899521,-25.0,-38.0,328.0,-39.0,244.0,,-19.0,-20.0,-28.0,65.0,,-23.0,-21.0,29.0,202.0
284,4.0,United States,USA,106170.0,328239523.0,6337.019999999999,2020-03-05,20787550.103448275,1.0,2020-06-03,2020-01-09,EPI_SECOND_WAVE,27810.160000000003,16.723823961930385,11707.499556657594,14.0,14.0,,14.0,22.0,37.0,,,,223.0,139.0,8.0,16.0,37.0,111.0
285,4.0,United States,USA,433745.0,328239523.0,17807.4,2020-06-04,350807602.0,2.0,2021-03-21,2020-06-03,EPI_SECOND_WAVE,27810.160000000003,16.723823961930385,11707.499556657594,14.0,14.0,,14.0,22.0,37.0,,,,223.0,139.0,8.0,16.0,37.0,111.0
286,4.0,Uzbekistan,UZB,440.0,33580650.0,14591.239999999998,2020-05-04,,1.0,2020-09-22,2020-01-09,EPI_SECOND_WAVE,24482.260000000002,0.18760804213140603,,-49.0,-49.0,-44.0,-49.0,-6.0,-49.0,-38.0,-41.0,-49.0,,-50.0,,,,
287,4.0,Uzbekistan,UZB,261.0,33580650.0,2391.6549999999997,2020-08-09,,2.0,2020-09-22,2020-08-07,EPI_SECOND_WAVE,24482.260000000002,0.18760804213140603,,-49.0,-49.0,-44.0,-49.0,-6.0,-49.0,-38.0,-41.0,-49.0,,-50.0,,,,
288,3.0,Venezuela,VEN,1052.0,28515829.0,25640.03,2020-04-22,,1.0,2021-01-09,2020-01-09,EPI_SECOND_WAVE,37959.66,0.5572343697249692,,-37.0,-37.0,-37.0,-41.0,21.0,61.0,-40.0,-40.0,-35.0,16.0,,,,,
289,3.0,Venezuela,VEN,537.0,28515829.0,7087.39,2021-01-12,,2.0,2021-04-01,2021-01-09,EPI_SECOND_WAVE,37959.66,0.5572343697249692,,-37.0,-37.0,-37.0,-41.0,21.0,61.0,-40.0,-40.0,-35.0,16.0,,,,,
290,1.0,Vietnam,VNM,25.0,96462106.0,14554.219999999998,2020-08-07,2034603.3106060605,1.0,2021-04-01,2020-08-07,EPI_FIRST_WAVE,30109.785000000003,0.0036283678069396496,130.39213553973204,-134.0,-191.0,-133.0,-181.0,-128.0,-132.0,-128.0,-176.0,-138.0,-120.0,-153.0,-144.0,-122.0,21.0,
291,1.0,Yemen,YEM,879.0,29161922.0,10501.810000000001,2020-05-12,,1.0,2021-04-01,2020-05-12,EPI_FIRST_WAVE,14945.830000000002,0.30484959118949706,,,-58.0,,-56.0,,,-11.0,-12.0,-55.0,,,,,,
292,4.0,South Africa,ZAF,16734.0,58558270.0,15658.885,2020-04-06,4209038.857142857,1.0,2020-10-01,2020-01-09,EPI_SECOND_WAVE,27281.049999999996,9.024515239265094,1687.0969719563095,-11.0,-19.0,-11.0,-21.0,134.0,,-11.0,-11.0,-11.0,25.0,-30.0,-17.0,1.0,49.0,251.0
293,4.0,South Africa,ZAF,33944.0,58558270.0,7866.109999999999,2020-10-02,5060073.0,2.0,2021-03-08,2020-10-01,EPI_SECOND_WAVE,27281.049999999996,9.024515239265094,1687.0969719563095,-11.0,-19.0,-11.0,-21.0,134.0,,-11.0,-11.0,-11.0,25.0,-30.0,-17.0,1.0,49.0,251.0
294,4.0,Zambia,ZMB,356.0,17861030.0,11571.909999999996,2020-06-09,421659.0,1.0,2020-12-03,2020-04-10,EPI_SECOND_WAVE,20303.015,0.6763327758813461,700.9618146321909,-55.0,-81.0,-38.0,-55.0,-55.0,,-55.0,-56.0,-74.0,160.0,-75.0,-55.0,-22.0,122.0,
295,4.0,Zambia,ZMB,851.0,17861030.0,5023.809999999999,2020-12-14,,2.0,2021-04-01,2020-12-03,EPI_SECOND_WAVE,20303.015,0.6763327758813461,700.9618146321909,-55.0,-81.0,-38.0,-55.0,-55.0,,-55.0,-56.0,-74.0,160.0,-75.0,-55.0,-22.0,122.0,
296,4.0,Zimbabwe,ZWE,224.0,14645468.0,11576.07,2020-07-10,112267.0,1.0,2020-10-04,2020-05-09,EPI_SECOND_WAVE,32132.335,1.0399121421043014,298.5858833599582,-105.0,-108.0,-102.0,-115.0,179.0,192.0,-102.0,-102.0,-109.0,221.0,,-64.0,-50.0,120.0,
297,4.0,Zimbabwe,ZWE,1295.0,14645468.0,12883.795000000002,2020-10-27,,2.0,2021-04-01,2020-10-04,EPI_SECOND_WAVE,32132.335,1.0399121421043014,298.5858833599582,-105.0,-108.0,-102.0,-115.0,179.0,192.0,-102.0,-102.0,-109.0,221.0,,-64.0,-50.0,120.0,
