,country,countrycode,date,new_per_day,new_per_day_smooth,dead_per_day,dead_per_day_smooth
23786,Costa Rica,CRI,2020-04-08,13.0,21.857142857142858,0.0,0.0
23787,Costa Rica,CRI,2020-04-09,16.0,19.428571428571427,0.0,0.0
23788,Costa Rica,CRI,2020-04-10,19.0,18.142857142857142,1.0,0.14285714285714285
23789,Costa Rica,CRI,2020-04-11,37.0,20.428571428571427,0.0,0.14285714285714285
23790,Costa Rica,CRI,2020-04-12,19.0,20.285714285714285,0.0,0.14285714285714285
23791,Costa Rica,CRI,2020-04-13,19.0,20.285714285714285,0.0,0.14285714285714285
23792,Costa Rica,CRI,2020-04-14,18.0,20.142857142857142,0.0,0.14285714285714285
23793,Costa Rica,CRI,2020-04-15,17.0,20.714285714285715,0.0,0.14285714285714285
23794,Costa Rica,CRI,2020-04-16,6.0,19.285714285714285,0.0,0.14285714285714285
23795,Costa Rica,CRI,2020-04-17,8.0,17.714285714285715,1.0,0.14285714285714285
23796,Costa Rica,CRI,2020-04-18,16.0,14.714285714285714,0.0,0.14285714285714285
23797,Costa Rica,CRI,2020-04-19,7.0,13.0,0.0,0.14285714285714285
23798,Costa Rica,CRI,2020-04-20,6.0,11.142857142857142,0.0,0.14285714285714285
23799,Costa Rica,CRI,2020-04-21,5.0,9.285714285714286,1.0,0.2857142857142857
23800,Costa Rica,CRI,2020-04-22,2.0,7.142857142857143,1.0,0.42857142857142855
23801,Costa Rica,CRI,2020-04-23,7.0,7.285714285714286,0.0,0.42857142857142855
23802,Costa Rica,CRI,2020-04-24,12.0,7.857142857142857,0.0,0.2857142857142857
23803,Costa Rica,CRI,2020-04-25,5.0,6.285714285714286,0.0,0.2857142857142857
23804,Costa Rica,CRI,2020-04-26,1.0,5.428571428571429,0.0,0.2857142857142857
23805,Costa Rica,CRI,2020-04-27,6.0,5.428571428571429,0.0,0.2857142857142857
23806,Costa Rica,CRI,2020-04-28,2.0,5.0,0.0,0.14285714285714285
23807,Costa Rica,CRI,2020-04-29,2.0,5.0,0.0,0.0
23808,Costa Rica,CRI,2020-04-30,8.0,5.142857142857143,0.0,0.0
23809,Costa Rica,CRI,2020-05-01,8.0,4.571428571428571,0.0,0.0
23810,Costa Rica,CRI,2020-05-02,6.0,4.714285714285714,0.0,0.0
23811,Costa Rica,CRI,2020-05-03,6.0,5.428571428571429,0.0,0.0
23812,Costa Rica,CRI,2020-05-04,8.0,5.714285714285714,0.0,0.0
23813,Costa Rica,CRI,2020-05-05,6.0,6.285714285714286,0.0,0.0
23814,Costa Rica,CRI,2020-05-06,3.0,6.428571428571429,0.0,0.0
23815,Costa Rica,CRI,2020-05-07,13.0,7.142857142857143,0.0,0.0
23816,Costa Rica,CRI,2020-05-08,6.0,6.857142857142857,0.0,0.0
23817,Costa Rica,CRI,2020-05-09,4.0,6.571428571428571,0.0,0.0
23818,Costa Rica,CRI,2020-05-10,8.0,6.857142857142857,0.0,0.0
23819,Costa Rica,CRI,2020-05-11,7.0,6.714285714285714,0.0,0.0
23820,Costa Rica,CRI,2020-05-12,12.0,7.571428571428571,0.0,0.0
23821,Costa Rica,CRI,2020-05-13,9.0,8.428571428571429,1.0,0.14285714285714285
23822,Costa Rica,CRI,2020-05-14,3.0,7.0,0.0,0.14285714285714285
23823,Costa Rica,CRI,2020-05-15,11.0,7.714285714285714,0.0,0.14285714285714285
23824,Costa Rica,CRI,2020-05-16,15.0,9.285714285714286,1.0,0.2857142857142857
23825,Costa Rica,CRI,2020-05-17,13.0,10.0,0.0,0.2857142857142857
23826,Costa Rica,CRI,2020-05-18,10.0,10.428571428571429,2.0,0.5714285714285714
23827,Costa Rica,CRI,2020-05-19,10.0,10.142857142857142,0.0,0.5714285714285714
23828,Costa Rica,CRI,2020-05-20,19.0,11.571428571428571,0.0,0.42857142857142855
23829,Costa Rica,CRI,2020-05-21,0.0,11.142857142857142,0.0,0.42857142857142855
23830,Costa Rica,CRI,2020-05-22,0.0,9.571428571428571,0.0,0.42857142857142855
23831,Costa Rica,CRI,2020-05-23,21.0,10.428571428571429,0.0,0.2857142857142857
23832,Costa Rica,CRI,2020-05-24,8.0,9.714285714285714,0.0,0.2857142857142857
23833,Costa Rica,CRI,2020-05-25,7.0,9.285714285714286,0.0,0.0
23834,Costa Rica,CRI,2020-05-26,12.0,9.571428571428571,0.0,0.0
23835,Costa Rica,CRI,2020-05-27,21.0,9.857142857142858,0.0,0.0
23836,Costa Rica,CRI,2020-05-28,5.0,10.571428571428571,0.0,0.0
23837,Costa Rica,CRI,2020-05-29,28.0,14.571428571428571,0.0,0.0
23838,Costa Rica,CRI,2020-05-30,16.0,13.857142857142858,0.0,0.0
23839,Costa Rica,CRI,2020-05-31,22.0,15.857142857142858,0.0,0.0
23840,Costa Rica,CRI,2020-06-01,25.0,18.428571428571427,0.0,0.0
23841,Costa Rica,CRI,2020-06-02,9.0,18.0,0.0,0.0
23842,Costa Rica,CRI,2020-06-03,28.0,19.0,0.0,0.0
23843,Costa Rica,CRI,2020-06-04,21.0,21.285714285714285,0.0,0.0
23844,Costa Rica,CRI,2020-06-05,52.0,24.714285714285715,0.0,0.0
23845,Costa Rica,CRI,2020-06-06,37.0,27.714285714285715,0.0,0.0
23846,Costa Rica,CRI,2020-06-07,69.0,34.42857142857143,0.0,0.0
23847,Costa Rica,CRI,2020-06-08,0.0,30.857142857142858,0.0,0.0
23848,Costa Rica,CRI,2020-06-09,55.0,37.42857142857143,0.0,0.0
23849,Costa Rica,CRI,2020-06-10,24.0,36.857142857142854,0.0,0.0
23850,Costa Rica,CRI,2020-06-11,33.0,38.57142857142857,1.0,0.14285714285714285
23851,Costa Rica,CRI,2020-06-12,86.0,43.42857142857143,1.0,0.2857142857142857
23852,Costa Rica,CRI,2020-06-13,77.0,49.142857142857146,0.0,0.2857142857142857
23853,Costa Rica,CRI,2020-06-14,74.0,49.857142857142854,0.0,0.2857142857142857
23854,Costa Rica,CRI,2020-06-15,50.0,57.0,0.0,0.2857142857142857
23855,Costa Rica,CRI,2020-06-16,53.0,56.714285714285715,0.0,0.2857142857142857
23856,Costa Rica,CRI,2020-06-17,29.0,57.42857142857143,0.0,0.2857142857142857
23857,Costa Rica,CRI,2020-06-18,52.0,60.142857142857146,0.0,0.14285714285714285
23858,Costa Rica,CRI,2020-06-19,75.0,58.57142857142857,0.0,0.0
23859,Costa Rica,CRI,2020-06-20,68.0,57.285714285714285,0.0,0.0
23860,Costa Rica,CRI,2020-06-21,119.0,63.714285714285715,0.0,0.0
23861,Costa Rica,CRI,2020-06-22,69.0,66.42857142857143,0.0,0.0
23862,Costa Rica,CRI,2020-06-23,86.0,71.14285714285714,0.0,0.0
23863,Costa Rica,CRI,2020-06-24,64.0,76.14285714285714,0.0,0.0
23864,Costa Rica,CRI,2020-06-25,91.0,81.71428571428571,0.0,0.0
23865,Costa Rica,CRI,2020-06-26,147.0,92.0,0.0,0.0
23866,Costa Rica,CRI,2020-06-27,169.0,106.42857142857143,0.0,0.0
23867,Costa Rica,CRI,2020-06-28,152.0,111.14285714285714,0.0,0.0
23868,Costa Rica,CRI,2020-06-29,143.0,121.71428571428571,1.0,0.14285714285714285
23869,Costa Rica,CRI,2020-06-30,151.0,131.0,2.0,0.42857142857142855
23870,Costa Rica,CRI,2020-07-01,139.0,141.71428571428572,0.0,0.42857142857142855
23871,Costa Rica,CRI,2020-07-02,190.0,155.85714285714286,1.0,0.5714285714285714
23872,Costa Rica,CRI,2020-07-03,294.0,176.85714285714286,0.0,0.5714285714285714
23873,Costa Rica,CRI,2020-07-04,270.0,191.28571428571428,2.0,0.8571428571428571
23874,Costa Rica,CRI,2020-07-05,288.0,210.71428571428572,0.0,0.8571428571428571
23875,Costa Rica,CRI,2020-07-06,310.0,234.57142857142858,0.0,0.7142857142857143
23876,Costa Rica,CRI,2020-07-07,375.0,266.57142857142856,1.0,0.5714285714285714
23877,Costa Rica,CRI,2020-07-08,245.0,281.7142857142857,4.0,1.1428571428571428
23878,Costa Rica,CRI,2020-07-09,245.0,289.57142857142856,0.0,1.0
23879,Costa Rica,CRI,2020-07-10,350.0,297.57142857142856,1.0,1.1428571428571428
23880,Costa Rica,CRI,2020-07-11,649.0,351.7142857142857,2.0,1.1428571428571428
23881,Costa Rica,CRI,2020-07-12,360.0,362.0,1.0,1.2857142857142858
23882,Costa Rica,CRI,2020-07-13,386.0,372.85714285714283,1.0,1.4285714285714286
23883,Costa Rica,CRI,2020-07-14,365.0,371.42857142857144,2.0,1.5714285714285714
23884,Costa Rica,CRI,2020-07-15,440.0,399.2857142857143,1.0,1.1428571428571428
23885,Costa Rica,CRI,2020-07-16,446.0,428.0,5.0,1.8571428571428572
23886,Costa Rica,CRI,2020-07-17,504.0,450.0,4.0,2.2857142857142856
23887,Costa Rica,CRI,2020-07-18,560.0,437.2857142857143,2.0,2.2857142857142856
23888,Costa Rica,CRI,2020-07-19,423.0,446.2857142857143,5.0,2.857142857142857
23889,Costa Rica,CRI,2020-07-20,582.0,474.2857142857143,7.0,3.7142857142857144
23890,Costa Rica,CRI,2020-07-21,563.0,502.57142857142856,8.0,4.571428571428571
23891,Costa Rica,CRI,2020-07-22,420.0,499.7142857142857,4.0,5.0
23892,Costa Rica,CRI,2020-07-23,277.0,475.57142857142856,2.0,4.571428571428571
23893,Costa Rica,CRI,2020-07-24,550.0,482.14285714285717,3.0,4.428571428571429
23894,Costa Rica,CRI,2020-07-25,768.0,511.85714285714283,9.0,5.428571428571429
23895,Costa Rica,CRI,2020-07-26,540.0,528.5714285714286,7.0,5.714285714285714
23896,Costa Rica,CRI,2020-07-27,931.0,578.4285714285714,11.0,6.285714285714286
23897,Costa Rica,CRI,2020-07-28,629.0,587.8571428571429,6.0,6.0
23898,Costa Rica,CRI,2020-07-29,612.0,615.2857142857143,11.0,7.0
23899,Costa Rica,CRI,2020-07-30,503.0,647.5714285714286,10.0,8.142857142857142
23900,Costa Rica,CRI,2020-07-31,456.0,634.1428571428571,8.0,8.857142857142858
23901,Costa Rica,CRI,2020-08-01,490.0,594.4285714285714,7.0,8.571428571428571
23902,Costa Rica,CRI,2020-08-02,530.0,593.0,10.0,9.0
23903,Costa Rica,CRI,2020-08-03,367.0,512.4285714285714,4.0,8.0
23904,Costa Rica,CRI,2020-08-04,788.0,535.1428571428571,8.0,8.285714285714286
23905,Costa Rica,CRI,2020-08-05,427.0,508.7142857142857,9.0,8.0
23906,Costa Rica,CRI,2020-08-06,435.0,499.0,10.0,8.0
23907,Costa Rica,CRI,2020-08-07,580.0,516.7142857142857,10.0,8.285714285714286
23908,Costa Rica,CRI,2020-08-08,653.0,540.0,9.0,8.571428571428571
23909,Costa Rica,CRI,2020-08-09,1011.0,608.7142857142857,18.0,9.714285714285714
23910,Costa Rica,CRI,2020-08-10,721.0,659.2857142857143,10.0,10.571428571428571
23911,Costa Rica,CRI,2020-08-11,484.0,615.8571428571429,7.0,10.428571428571429
23912,Costa Rica,CRI,2020-08-12,586.0,638.5714285714286,9.0,10.428571428571429
23913,Costa Rica,CRI,2020-08-13,636.0,667.2857142857143,11.0,10.571428571428571
23914,Costa Rica,CRI,2020-08-14,549.0,662.8571428571429,8.0,10.285714285714286
23915,Costa Rica,CRI,2020-08-15,1072.0,722.7142857142857,9.0,10.285714285714286
23916,Costa Rica,CRI,2020-08-16,802.0,692.8571428571429,9.0,9.0
23917,Costa Rica,CRI,2020-08-17,806.0,705.0,10.0,9.0
23918,Costa Rica,CRI,2020-08-18,728.0,739.8571428571429,3.0,8.428571428571429
23919,Costa Rica,CRI,2020-08-19,619.0,744.5714285714286,10.0,8.571428571428571
23920,Costa Rica,CRI,2020-08-20,559.0,733.5714285714286,10.0,8.428571428571429
23921,Costa Rica,CRI,2020-08-21,766.0,764.5714285714286,7.0,8.285714285714286
23922,Costa Rica,CRI,2020-08-22,666.0,706.5714285714286,12.0,8.714285714285714
23923,Costa Rica,CRI,2020-08-23,1059.0,743.2857142857143,7.0,8.428571428571429
23924,Costa Rica,CRI,2020-08-24,950.0,763.8571428571429,8.0,8.142857142857142
23925,Costa Rica,CRI,2020-08-25,736.0,765.0,7.0,8.714285714285714
23926,Costa Rica,CRI,2020-08-26,643.0,768.4285714285714,7.0,8.285714285714286
23927,Costa Rica,CRI,2020-08-27,842.0,808.8571428571429,14.0,8.857142857142858
23928,Costa Rica,CRI,2020-08-28,1002.0,842.5714285714286,10.0,9.285714285714286
23929,Costa Rica,CRI,2020-08-29,985.0,888.1428571428571,11.0,9.142857142857142
23930,Costa Rica,CRI,2020-08-30,1193.0,907.2857142857143,10.0,9.571428571428571
23931,Costa Rica,CRI,2020-08-31,1214.0,945.0,11.0,10.0
23932,Costa Rica,CRI,2020-09-01,0.0,839.8571428571429,0.0,9.0
23933,Costa Rica,CRI,2020-09-02,1588.0,974.8571428571429,18.0,10.571428571428571
23934,Costa Rica,CRI,2020-09-03,897.0,982.7142857142857,7.0,9.571428571428571
23935,Costa Rica,CRI,2020-09-04,1121.0,999.7142857142857,10.0,9.571428571428571
23936,Costa Rica,CRI,2020-09-05,1153.0,1023.7142857142857,7.0,9.0
23937,Costa Rica,CRI,2020-09-06,1222.0,1027.857142857143,9.0,8.857142857142858
23938,Costa Rica,CRI,2020-09-07,1240.0,1031.5714285714287,9.0,8.571428571428571
23939,Costa Rica,CRI,2020-09-08,1027.0,1178.2857142857142,13.0,10.428571428571429
23940,Costa Rica,CRI,2020-09-09,833.0,1070.4285714285713,19.0,10.571428571428571
23941,Costa Rica,CRI,2020-09-10,1117.0,1101.857142857143,21.0,12.571428571428571
23942,Costa Rica,CRI,2020-09-11,1327.0,1131.2857142857142,12.0,12.857142857142858
23943,Costa Rica,CRI,2020-09-12,1325.0,1155.857142857143,24.0,15.285714285714286
23944,Costa Rica,CRI,2020-09-13,1420.0,1184.142857142857,16.0,16.285714285714285
23945,Costa Rica,CRI,2020-09-14,1485.0,1219.142857142857,7.0,16.0
23946,Costa Rica,CRI,2020-09-15,970.0,1211.0,15.0,16.285714285714285
23947,Costa Rica,CRI,2020-09-16,937.0,1225.857142857143,16.0,15.857142857142858
23948,Costa Rica,CRI,2020-09-17,777.0,1177.2857142857142,12.0,14.571428571428571
23949,Costa Rica,CRI,2020-09-18,1378.0,1184.5714285714287,16.0,15.142857142857142
23950,Costa Rica,CRI,2020-09-19,1302.0,1181.2857142857142,17.0,14.142857142857142
23951,Costa Rica,CRI,2020-09-20,1556.0,1200.7142857142858,20.0,14.714285714285714
23952,Costa Rica,CRI,2020-09-21,1338.0,1179.7142857142858,20.0,16.571428571428573
23953,Costa Rica,CRI,2020-09-22,1187.0,1210.7142857142858,21.0,17.428571428571427
23954,Costa Rica,CRI,2020-09-23,703.0,1177.2857142857142,18.0,17.714285714285715
23955,Costa Rica,CRI,2020-09-24,1087.0,1221.5714285714287,15.0,18.142857142857142
23956,Costa Rica,CRI,2020-09-25,1370.0,1220.4285714285713,21.0,18.857142857142858
23957,Costa Rica,CRI,2020-09-26,1400.0,1234.4285714285713,14.0,18.428571428571427
23958,Costa Rica,CRI,2020-09-27,1357.0,1206.0,17.0,18.0
23959,Costa Rica,CRI,2020-09-28,1233.0,1191.0,16.0,17.428571428571427
23960,Costa Rica,CRI,2020-09-29,935.0,1155.0,19.0,17.142857142857142
23961,Costa Rica,CRI,2020-09-30,730.0,1158.857142857143,14.0,16.571428571428573
23962,Costa Rica,CRI,2020-10-01,890.0,1130.7142857142858,19.0,17.142857142857142
23963,Costa Rica,CRI,2020-10-02,1156.0,1100.142857142857,24.0,17.571428571428573
23964,Costa Rica,CRI,2020-10-03,1068.0,1052.7142857142858,13.0,17.428571428571427
23965,Costa Rica,CRI,2020-10-04,1001.0,1001.8571428571429,13.0,16.857142857142858
23966,Costa Rica,CRI,2020-10-05,1353.0,1019.0,20.0,17.428571428571427
23967,Costa Rica,CRI,2020-10-06,1225.0,1060.4285714285713,21.0,17.714285714285715
23968,Costa Rica,CRI,2020-10-07,722.0,1059.2857142857142,16.0,18.0
23969,Costa Rica,CRI,2020-10-08,1013.0,1076.857142857143,17.0,17.714285714285715
23970,Costa Rica,CRI,2020-10-09,1355.0,1105.2857142857142,20.0,17.142857142857142
23971,Costa Rica,CRI,2020-10-10,1331.0,1142.857142857143,16.0,17.571428571428573
23972,Costa Rica,CRI,2020-10-11,1225.0,1174.857142857143,15.0,17.857142857142858
23973,Costa Rica,CRI,2020-10-12,1386.0,1179.5714285714287,21.0,18.0
23974,Costa Rica,CRI,2020-10-13,1051.0,1154.7142857142858,14.0,17.0
23975,Costa Rica,CRI,2020-10-14,733.0,1156.2857142857142,18.0,17.285714285714285
23976,Costa Rica,CRI,2020-10-15,1015.0,1156.5714285714287,16.0,17.142857142857142
23977,Costa Rica,CRI,2020-10-16,1542.0,1183.2857142857142,10.0,15.714285714285714
23978,Costa Rica,CRI,2020-10-17,1372.0,1189.142857142857,25.0,17.0
23979,Costa Rica,CRI,2020-10-18,1196.0,1185.0,9.0,16.142857142857142
23980,Costa Rica,CRI,2020-10-19,1166.0,1153.5714285714287,15.0,15.285714285714286
23981,Costa Rica,CRI,2020-10-20,929.0,1136.142857142857,11.0,14.857142857142858
23982,Costa Rica,CRI,2020-10-21,632.0,1121.7142857142858,10.0,13.714285714285714
23983,Costa Rica,CRI,2020-10-22,847.0,1097.7142857142858,18.0,14.0
23984,Costa Rica,CRI,2020-10-23,1503.0,1092.142857142857,14.0,14.571428571428571
23985,Costa Rica,CRI,2020-10-24,1191.0,1066.2857142857142,15.0,13.142857142857142
23986,Costa Rica,CRI,2020-10-25,1210.0,1068.2857142857142,14.0,13.857142857142858
23987,Costa Rica,CRI,2020-10-26,1262.0,1082.0,17.0,14.142857142857142
23988,Costa Rica,CRI,2020-10-27,861.0,1072.2857142857142,16.0,14.857142857142858
23989,Costa Rica,CRI,2020-10-28,511.0,1055.0,14.0,15.428571428571429
23990,Costa Rica,CRI,2020-10-29,862.0,1057.142857142857,17.0,15.285714285714286
23991,Costa Rica,CRI,2020-10-30,1231.0,1018.2857142857143,11.0,14.857142857142858
23992,Costa Rica,CRI,2020-10-31,1017.0,993.4285714285714,17.0,15.142857142857142
23993,Costa Rica,CRI,2020-11-01,1296.0,1005.7142857142857,14.0,15.142857142857142
23994,Costa Rica,CRI,2020-11-02,1105.0,983.2857142857143,14.0,14.714285714285714
23995,Costa Rica,CRI,2020-11-03,746.0,966.8571428571429,11.0,14.0
23996,Costa Rica,CRI,2020-11-04,540.0,971.0,8.0,13.142857142857142
23997,Costa Rica,CRI,2020-11-05,863.0,971.1428571428571,15.0,12.857142857142858
23998,Costa Rica,CRI,2020-11-06,1141.0,958.2857142857143,12.0,13.0
23999,Costa Rica,CRI,2020-11-07,1106.0,971.0,13.0,12.428571428571429
24000,Costa Rica,CRI,2020-11-08,1050.0,935.8571428571429,9.0,11.714285714285714
24001,Costa Rica,CRI,2020-11-09,946.0,913.1428571428571,11.0,11.285714285714286
24002,Costa Rica,CRI,2020-11-10,736.0,911.7142857142857,12.0,11.428571428571429
24003,Costa Rica,CRI,2020-11-11,488.0,904.2857142857143,15.0,12.428571428571429
24004,Costa Rica,CRI,2020-11-12,979.0,920.8571428571429,11.0,11.857142857142858
24005,Costa Rica,CRI,2020-11-13,1202.0,929.5714285714286,11.0,11.714285714285714
24006,Costa Rica,CRI,2020-11-14,1171.0,938.8571428571429,14.0,11.857142857142858
24007,Costa Rica,CRI,2020-11-15,1184.0,958.0,10.0,12.0
24008,Costa Rica,CRI,2020-11-16,1100.0,980.0,9.0,11.714285714285714
24009,Costa Rica,CRI,2020-11-17,726.0,978.5714285714286,9.0,11.285714285714286
24010,Costa Rica,CRI,2020-11-18,643.0,1000.7142857142857,11.0,10.714285714285714
24011,Costa Rica,CRI,2020-11-19,998.0,1003.4285714285714,12.0,10.857142857142858
24012,Costa Rica,CRI,2020-11-20,1422.0,1034.857142857143,10.0,10.714285714285714
24013,Costa Rica,CRI,2020-11-21,1219.0,1041.7142857142858,11.0,10.285714285714286
24014,Costa Rica,CRI,2020-11-22,1187.0,1042.142857142857,9.0,10.142857142857142
24015,Costa Rica,CRI,2020-11-23,0.0,885.0,0.0,8.857142857142858
24016,Costa Rica,CRI,2020-11-24,0.0,781.2857142857143,0.0,7.571428571428571
24017,Costa Rica,CRI,2020-11-25,2877.0,1100.4285714285713,33.0,10.714285714285714
