,class,country,countrycode,date_peak_1,date_peak_2,date_peak_3,dead_first_wave,duration_first_wave,duration_second_wave,duration_third_wave,first_wave_end,first_wave_start,last_confirmed,last_dead,last_tests,peak_1,peak_1_cfr,peak_1_dead_per_10k,peak_1_per_10k,peak_2,peak_2_cfr,peak_2_dead_per_10k,peak_2_per_10k,peak_3,peak_3_cfr,peak_3_dead_per_10k,peak_3_per_10k,population,second_wave_end,second_wave_start,t0,t0_10_dead,t0_1_dead,t0_5_dead,t0_relative,testing_available,tests_first_wave,third_wave_end,third_wave_start,dead_second_wave,tests_second_wave,dead_third_wave,tests_third_wave
156,1.0,Russia,RUS,,,,,,,,2021-04-30,2020-03-31,4805288.0,110128.0,,,,,,,,,,,,,,144373535.0,,,2020-03-27,2020-03-31,2020-03-26,2020-03-29,2020-03-26,1.0,,,,,,,
157,4.0,Rwanda,RWA,2020-08-21,2021-01-25,,29.0,277.0,206.0,,2020-10-06,2020-01-03,24995.0,333.0,,73.85714285714286,0.007010102795204854,0.00033941009394305717,0.05849167285618685,277.57142857142856,0.018231567099735113,0.0036203743353926095,0.21982460417712,,,,,12626950.0,2021-03-11,2020-10-06,2020-06-30,2020-08-19,2020-05-31,2020-07-19,2020-03-30,1.0,,,,242.0,543949.0,,
158,3.0,Saudi Arabia,SAU,2020-06-15,,,6239.0,366.0,117.0,,2021-01-03,2020-01-03,416307.0,6946.0,,3661.0,0.017477817358916355,0.010838766445660328,1.0683271834728354,,,,,,,,,34268528.0,2021-04-30,2021-01-03,2020-03-26,2020-03-31,2020-03-24,2020-03-29,2020-03-17,1.0,,,,,,,
159,4.0,Sudan,SDN,2020-05-21,2020-12-02,,836.0,274.0,209.0,,2020-10-03,2020-01-03,33944.0,2349.0,,188.71428571428572,0.06129224839490138,0.0010343930138083527,0.044078489394865604,238.71428571428572,0.06514053540647977,0.001868580928169927,0.05575712019592765,,,,,42813238.0,2021-02-13,2020-10-03,2020-05-09,2020-04-19,2020-03-15,2020-04-15,2020-04-27,0.0,,,,1016.0,,,
160,4.0,Senegal,SEN,2020-06-17,2021-02-01,,324.0,242.0,179.0,,2020-11-02,2020-03-05,40295.0,1107.0,,104.42857142857143,0.021123920892978244,0.0015779155224003166,0.0640809026041462,256.42857142857144,0.03362963247387384,0.004646084593734266,0.15735324237269827,,,,,16296364.0,2021-03-26,2020-11-02,2020-05-02,2020-05-05,2020-04-02,2020-04-21,2020-03-25,1.0,217393.0,,,704.0,224787.0,,
161,2.0,Singapore,SGP,2020-04-21,,,28.0,317.0,,,2020-11-15,2020-01-03,61121.0,30.0,,728.0,0.0004992425285773309,0.0005009394744138026,1.2763937808063688,,,,,,,,,5703569.0,,,2020-04-02,2020-04-15,2020-03-21,2020-04-04,2020-02-07,0.0,,,,,,,
162,0.0,Solomon Islands,SLB,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,669823.0,,,,,,,2020-10-23,0.0,,,,,,,
163,1.0,Sierra Leone,SLE,,,,,,,,2021-04-30,2020-05-06,4053.0,79.0,,,,,,,,,,,,,,7813215.0,,,2020-06-09,2020-05-06,2020-04-23,2020-04-30,2020-04-21,0.0,,,,,,,
164,4.0,El Salvador,SLV,2020-08-05,2021-01-22,,774.0,252.0,231.0,,2020-09-11,2020-01-03,69198.0,2120.0,,402.2857142857143,0.03157547328041898,0.015273978314182679,0.623355404822296,318.7142857142857,0.03314286598552345,0.015716702323289422,0.4938586321585733,,,,,6453553.0,2021-03-26,2020-09-11,2020-05-14,2020-05-02,2020-04-02,2020-04-09,2020-04-03,1.0,,,,1219.0,489600.0,,
165,0.0,San Marino,SMR,,,,,,,,,,5060.0,90.0,,,,,,,,,,,,,,33860.0,,,2020-11-05,2020-03-18,2020-02-29,2020-03-13,2020-02-29,0.0,,,,,,,
166,1.0,Somalia,SOM,,,,,,,,2021-04-30,2020-04-22,13915.0,713.0,,,,,,,,,,,,,,15442905.0,,,2020-05-11,2020-04-22,2020-04-09,2020-04-16,2020-04-16,0.0,,,,,,,
167,6.0,Serbia,SRB,2020-04-14,2020-07-23,2020-11-29,240.0,146.0,337.0,235.0,2020-05-28,2020-01-03,687944.0,6337.0,,264.85714285714283,0.022840195663058963,0.00555386139927481,0.3813651494168702,385.2857142857143,0.023858719769247836,0.014398899924045803,0.5547690442164505,6701.428571428572,0.009947571472657749,0.06500074822854963,9.649319934814123,6944975.0,2020-09-07,2020-05-28,2020-04-02,2020-03-29,2020-03-21,2020-03-27,2020-03-15,1.0,,2021-01-17,2020-09-07,484.0,750779.0,3006.0,1491753.0
168,4.0,South Sudan,SSD,2020-06-04,2021-02-17,,47.0,123.0,257.0,,2020-08-16,2020-04-15,10567.0,114.0,,73.0,0.019900784494693128,0.0007748455083968651,0.06599100913179969,157.28571428571428,0.009561470813905444,0.0015496910167937302,0.14218415079082475,,,,,11062113.0,2021-03-22,2020-08-16,2020-06-04,2020-05-29,2020-05-15,2020-05-21,2020-05-07,1.0,,,,59.0,,,
169,0.0,São Tomé and Príncipe,STP,,,,,,,,,,2301.0,35.0,,,,,,,,,,,,,,215056.0,,,2020-12-08,2020-05-26,2020-05-01,2020-05-09,2020-04-07,0.0,,,,,,,
170,4.0,Suriname,SUR,2020-08-09,2021-01-06,,116.0,225.0,147.0,,2020-12-04,2020-04-23,10218.0,201.0,,71.0,0.022007919618565318,0.007371724619889306,1.2212490453616618,68.57142857142857,0.01690076510220395,0.009828966159852409,1.179475939182289,,,,,581372.0,2021-03-26,2020-12-04,2020-07-20,2020-06-26,2020-04-07,2020-06-17,2020-03-15,0.0,,,,60.0,,,
171,3.0,Slovakia,SVK,2020-04-15,,,28.0,152.0,331.0,,2020-06-03,2020-01-03,382211.0,11684.0,,33.57142857142857,0.0184331797235023,0.0,0.061552950559019964,,,,,,,,,5454073.0,2021-04-30,2020-06-03,2020-04-19,2020-04-20,2020-04-07,2020-04-17,2020-03-15,1.0,,,,,,,
172,2.0,Slovenia,SVN,2020-11-05,,,1679.0,249.0,,,2020-12-03,2020-03-29,239414.0,4580.0,,1600.2857142857142,0.03382575699619015,0.12657689149322554,7.664401829768175,,,,,,,,,2087946.0,,,2020-04-07,2020-03-29,2020-03-14,2020-03-26,2020-03-09,1.0,524449.0,,,,,,
173,6.0,Sweden,SWE,2020-03-13,2020-06-14,2020-12-19,2.0,33.0,411.0,244.0,2020-03-15,2020-02-11,967571.0,14159.0,,79.71428571428571,0.7023981508234614,0.00013889241714209655,0.07750196876528988,987.8571428571429,0.06702644769648818,0.03277861044553479,0.9604410645375978,6615.857142857143,0.014329450584965233,0.08722443796523663,6.432246730267634,10285453.0,2020-08-29,2020-03-15,2020-03-17,2020-03-20,2020-03-12,2020-03-17,2020-03-06,1.0,,2021-02-05,2020-08-29,5818.0,,6585.0,
174,4.0,Swaziland,SWZ,2020-08-09,2021-01-17,,116.0,212.0,184.0,,2020-10-28,2020-03-30,18458.0,671.0,,60.285714285714285,0.02053905848368382,0.017419630181251252,0.5250774240348591,222.28571428571428,0.048282740135884815,0.08585389160759546,1.9360674687162105,,,,,1148130.0,2021-03-26,2020-10-28,2020-07-07,2020-06-29,2020-04-17,2020-06-21,2020-03-27,0.0,,,,550.0,,,
175,3.0,Seychelles,SYC,2021-02-13,,,11.0,121.0,56.0,,2021-03-05,2020-11-04,5705.0,27.0,,73.28571428571429,0.006426948861432765,0.029266508139747575,7.5068593378452535,,,,,,,,,97625.0,2021-04-30,2021-03-05,2021-01-24,2021-02-18,2021-01-05,2021-02-03,2020-03-15,0.0,,,,,,,
176,1.0,Syria,SYR,,,,,,,,2021-04-30,2020-07-04,22631.0,1583.0,,,,,,,,,,,,,,17070135.0,,,2020-08-08,2020-07-04,2020-03-29,2020-06-01,2020-05-25,0.0,,,,,,,
177,0.0,Turks and Caicos Islands,TCA,,,,,,,,,,2386.0,17.0,,,,,,,,,,,,,,38191.0,,,2021-01-14,2021-02-12,2020-04-06,2020-09-05,2020-03-24,0.0,,,,,,,
178,1.0,Chad,TCD,,,,,,,,2021-04-30,2020-05-03,4810.0,170.0,,,,,,,,,,,,,,15946876.0,,,2020-08-28,2020-05-03,2020-04-29,2020-05-02,2020-05-03,0.0,,,,,,,
179,1.0,Togo,TGO,,,,,,,,2021-04-30,2020-05-09,12931.0,123.0,,,,,,,,,,,,,,8082366.0,,,2020-08-07,2020-05-09,2020-03-30,2020-04-17,2020-04-06,1.0,,,,,,,
180,2.0,Thailand,THA,2021-01-26,,,83.0,374.0,,,2021-02-26,2020-02-18,65153.0,203.0,,293.14285714285717,0.003388446850030473,0.00010258955024400576,0.042102751420139965,,,,,,,,,69625582.0,,,2020-03-26,2020-03-31,2020-03-01,2020-03-27,2020-03-21,1.0,2773832.0,,,,,,
181,2.0,Tajikistan,TJK,2020-05-19,,,91.0,448.0,,,2021-03-26,2020-01-03,13714.0,91.0,,152.57142857142858,0.006635554907393903,0.003525059479248174,0.16368537060161087,,,,,,,,,9321018.0,,,2020-05-15,2020-05-08,2020-05-03,2020-05-05,2020-05-03,0.0,,,,,,,
182,0.0,Turkmenistan,TKM,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,5942089.0,,,,,,,,0.0,,,,,,,
183,0.0,Timor-Leste,TLS,,,,,,,,,,2190.0,3.0,,,,,,,,,,,,,,1293119.0,,,2021-04-11,,2021-04-09,,2020-04-17,0.0,,,,,,,
184,0.0,Tonga,TON,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,104494.0,,,,,,,,0.0,,,,,,,
185,2.0,Trinidad and Tobago,TTO,2020-09-19,,,131.0,239.0,,,2021-03-05,2020-07-09,10170.0,163.0,,105.0,0.0174525990425572,0.01536128041802345,0.7527027404831491,,,,,,,,,1394973.0,,,2020-08-25,2020-08-16,2020-03-26,2020-04-02,2020-03-17,1.0,94259.0,,,,,,
186,2.0,Tunisia,TUN,2021-01-12,,,8419.0,350.0,,,2021-03-17,2020-04-01,307215.0,10641.0,,2507.714285714286,0.03689992693318657,0.05154951930500792,2.1443134167775093,,,,,,,,,11694719.0,,,2020-05-03,2020-04-01,2020-03-20,2020-03-25,2020-03-21,1.0,,,,,,,
187,5.0,Turkey,TUR,2020-04-11,2020-12-03,,4540.0,150.0,333.0,100.0,2020-06-01,2020-01-03,4788700.0,39737.0,,3729.714285714286,0.03035196095576011,0.009948505695489546,0.44704920257803965,30230.428571428572,0.009831370897831539,0.022071641723728094,3.623464949637916,,,,,83429615.0,2021-01-20,2020-06-01,2020-03-23,2020-03-22,2020-03-19,2020-03-21,2020-03-21,1.0,,2021-04-30,2021-01-20,19788.0,25796731.0,,
188,0.0,Tuvalu,TUV,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,11646.0,,,,,,,,0.0,,,,,,,
189,0.0,Tanzania,TZA,,,,,,,,,,509.0,21.0,,,,,,,,,,,,,,58005463.0,,,,2020-04-21,2020-04-01,2020-04-18,2020-04-25,0.0,,,,,,,
190,2.0,Uganda,UGA,2020-12-08,,,334.0,270.0,,,2021-03-12,2020-06-15,41797.0,342.0,,391.57142857142856,0.008546425403710872,6.453962187100376e-05,0.08845155177421066,,,,,,,,,44269594.0,,,2020-07-10,2020-08-14,2020-07-24,2020-08-04,2020-05-17,1.0,743676.4805194805,,,,,,
191,3.0,Ukraine,UKR,2020-11-23,,,22707.0,394.0,89.0,,2021-01-31,2020-01-03,2069537.0,44085.0,,12857.142857142857,0.02055338018123489,0.044352023296334746,2.896721405420992,,,,,,,,,44385155.0,2021-04-30,2021-01-31,2020-04-04,2020-03-30,2020-03-14,2020-03-26,2020-03-28,1.0,,,,,,,
192,1.0,Uruguay,URY,,,,,,,,2021-04-30,2020-04-21,193027.0,2497.0,,,,,,,,,,,,,,3461734.0,,,2020-07-17,2020-04-21,2020-04-01,2020-04-06,2020-03-18,1.0,,,,,,,
193,4.0,United States,USA,2020-04-08,2021-01-04,,97529.0,144.0,339.0,,2020-05-26,2020-01-03,31889171.0,568836.0,,28588.85714285714,0.07312767697508629,0.0347960186727074,0.8709754657685491,204489.2857142857,0.015879097942535544,0.07940629902233227,6.229880053606028,,,,,328239523.0,2021-03-03,2020-05-26,2020-03-13,2020-03-06,2020-03-03,2020-03-04,2020-03-14,1.0,,,,413395.0,332272648.0,,
194,4.0,Uzbekistan,UZB,2020-08-01,2020-09-02,,405.0,257.0,226.0,,2020-09-16,2020-01-03,90808.0,649.0,,664.4285714285714,0.010218246434700727,0.0016591187399376045,0.1978605451140974,368.57142857142856,0.009461300031948703,0.0015740357276331119,0.10975708587279535,,,,,33580650.0,2020-09-16,2020-08-01,2020-04-14,2020-05-04,2020-03-28,2020-04-19,2020-04-01,0.0,,,,262.0,,,
195,0.0,Saint Vincent and the Grenadines,VCT,,,,,,,,,,1855.0,11.0,,,,,,,,,,,,,,110589.0,,,2021-02-03,2021-03-23,2021-01-17,2021-02-11,2020-03-13,0.0,,,,,,,
196,3.0,Venezuela,VEN,2020-09-09,,,1028.0,366.0,117.0,,2021-01-03,2020-01-03,194959.0,2099.0,,1088.857142857143,0.009901153024838957,0.0025048744481028914,0.38184306086880476,,,,,,,,,28515829.0,2021-04-30,2021-01-03,2020-05-25,2020-04-22,2020-03-29,2020-04-08,2020-04-02,0.0,,,,,,,
197,0.0,British Virgin Islands,VGB,,,,,,,,,,194.0,1.0,,,,,,,,,,,,,,30030.0,,,,,2020-04-20,,2020-03-26,0.0,,,,,,,
198,0.0,"Virgin Islands, U.S.",VIR,,,,,,,,,,3110.0,27.0,,,,,,,,,,,,,,106631.0,,,2020-08-27,2020-08-21,2020-04-07,2020-05-12,2020-03-13,0.0,,,,,,,
199,1.0,Vietnam,VNM,,,,,,,,2021-04-30,2020-08-07,2914.0,35.0,,,,,,,,,,,,,,96462106.0,,,2020-08-21,2020-08-07,2020-08-01,2020-08-03,2020-07-31,1.0,,,,,,,
200,0.0,Vanuatu,VUT,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,299882.0,,,,,,,2021-03-08,0.0,,,,,,,
201,0.0,Samoa,WSM,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,197097.0,,,,,,,2020-12-02,0.0,,,,,,,
202,1.0,Yemen,YEM,,,,,,,,2021-04-30,2020-05-12,6298.0,1223.0,,,,,,,,,,,,,,29161922.0,,,2020-06-25,2020-05-12,2020-05-01,2020-05-07,2020-05-20,0.0,,,,,,,
203,4.0,South Africa,ZAF,2020-07-14,2021-01-03,,16283.0,266.0,217.0,,2020-09-25,2020-01-03,1579536.0,54331.0,,11725.0,0.02703890832276196,0.02102911461401731,2.002279097384537,13425.42857142857,0.04016313942691383,0.06474625311554749,2.2926614074200913,,,,,58558270.0,2021-03-02,2020-09-25,2020-03-28,2020-04-06,2020-03-28,2020-04-01,2020-03-24,1.0,,,,33794.0,4996947.0,,
204,4.0,Zambia,ZMB,2020-07-26,2021-01-12,,356.0,237.0,154.0,,2020-11-27,2020-04-04,91533.0,1250.0,,192.57142857142858,0.020886957947372737,0.0015196691984088904,0.10781653049764128,943.2857142857143,0.012450197147044855,0.005838729025465736,0.5281250377417844,,,,,17861030.0,2021-03-26,2020-11-27,2020-05-28,2020-06-09,2020-04-03,2020-05-11,2020-04-29,1.0,387552.0,,,834.0,836158.0,,
205,4.0,Zimbabwe,ZWE,2020-07-31,2021-01-09,,223.0,148.0,214.0,,2020-09-28,2020-05-03,38235.0,1567.0,,138.28571428571428,0.029635525609462633,0.002438589583773336,0.09442218868370358,827.5714285714286,0.045268504364120526,0.01024207625184801,0.5650699783519575,,,,,14645468.0,2021-03-26,2020-09-28,2020-07-14,2020-07-10,2020-03-24,2020-06-22,2020-05-28,1.0,,,,1291.0,310066.0,,
