,class,country,countrycode,date_peak_1,date_peak_2,date_peak_3,dead_first_wave,duration_first_wave,duration_second_wave,duration_third_wave,first_wave_end,first_wave_start,last_confirmed,last_dead,last_tests,peak_1,peak_1_cfr,peak_1_dead_per_10k,peak_1_per_10k,peak_2,peak_2_cfr,peak_2_dead_per_10k,peak_2_per_10k,peak_3,peak_3_cfr,peak_3_dead_per_10k,peak_3_per_10k,population,second_wave_end,second_wave_start,t0,t0_10_dead,t0_1_dead,t0_5_dead,t0_relative,testing_available,tests_first_wave,third_wave_end,third_wave_start,dead_second_wave,tests_second_wave,dead_third_wave,tests_third_wave
74,2.0,Guam,GUM,2020-11-10,,,130.0,351.0,,,2021-02-24,2020-03-10,7741.0,136.0,,104.42857142857143,0.01761360394118654,0.09393215365934052,6.2422185749979935,,,,,,,,,167294.0,,,2020-08-27,2020-08-28,2020-03-23,2020-04-12,2020-03-17,0.0,,,,,,,
75,3.0,Guyana,GUY,2020-09-21,,,163.0,281.0,121.0,,2020-12-30,2020-03-24,12963.0,293.0,,50.857142857142854,0.0262468387596546,0.018250299943679577,0.6497106779949927,,,,,,,,,782766.0,2021-04-30,2020-12-30,2020-08-26,2020-05-07,2020-03-13,2020-04-08,2020-03-13,0.0,,,,,,,
76,3.0,Honduras,HND,2020-07-17,,,2839.0,320.0,163.0,,2020-11-18,2020-01-03,209490.0,5223.0,,579.7142857142857,0.028743965401636047,0.019201786428672787,0.5948156437217875,,,,,,,,,9746117.0,2021-04-30,2020-11-18,2020-05-04,2020-04-02,2020-03-27,2020-04-02,2020-03-26,0.0,,,,,,,
77,5.0,Croatia,HRV,2020-03-27,2020-12-08,,103.0,151.0,332.0,77.0,2020-06-02,2020-01-03,332183.0,7081.0,,55.857142857142854,0.047658437261389665,0.0007024321713934498,0.13732548950741943,3399.5714285714284,0.023262934972939773,0.15699359030643603,8.357889191324961,,,,,4067500.0,2021-02-12,2020-06-02,2020-04-03,2020-04-05,2020-03-25,2020-03-29,2020-03-13,1.0,,2021-04-30,2021-02-12,5179.0,1188489.0,,
78,4.0,Haiti,HTI,2020-06-01,2021-01-13,,232.0,299.0,184.0,,2020-10-28,2020-01-03,13056.0,254.0,,142.85714285714286,0.025757335448057098,0.0019025503801999603,0.1268366920133307,37.0,0.0051055662188099794,0.0002536733840266614,0.03285070323145265,,,,,11263077.0,2021-03-26,2020-10-28,2020-05-27,2020-05-06,2020-04-07,2020-04-25,2020-04-22,0.0,,,,19.0,,,
79,5.0,Hungary,HUN,2020-04-07,2020-11-27,,565.0,165.0,318.0,100.0,2020-06-16,2020-01-03,779348.0,27540.0,,46.42857142857143,0.14506401439001163,0.004532850098369427,0.047521815547421416,4648.428571428572,0.03599955740946329,0.11639189284845368,4.757884172607832,,,,,9769949.0,2021-01-20,2020-06-16,2020-04-10,2020-03-25,2020-03-16,2020-03-23,2020-03-17,1.0,,2021-04-30,2021-01-20,11050.0,2297314.0,,
80,1.0,Indonesia,IDN,,,,,,,,2021-04-30,2020-03-18,1662868.0,45334.0,,,,,,,,,,,,,,270625568.0,,,2020-03-27,2020-03-18,2020-03-11,2020-03-17,2020-03-30,1.0,,,,,,,
81,2.0,Isle of Man,IMN,2021-03-11,,,16.0,338.0,,,2021-03-26,2020-04-22,1587.0,29.0,,53.42857142857143,0.004992867332382311,0.0,6.3166286092607855,,,,,,,,,84584.0,,,2021-03-13,2020-04-22,2020-04-03,2020-04-22,2020-03-20,0.0,,,,,,,
82,3.0,India,IND,2020-09-11,,,154918.0,358.0,83.0,,2021-02-06,2020-02-14,18762976.0,208330.0,,89381.0,0.014527790451739488,0.008153749860768108,0.6541264539219387,,,,,,,,,1366417754.0,2021-04-30,2021-02-06,2020-03-30,2020-03-26,2020-03-13,2020-03-22,2020-04-11,1.0,,,,,,,
83,6.0,Ireland,IRL,2020-04-10,2020-10-16,2021-01-05,1715.0,170.0,313.0,153.0,2020-06-21,2020-01-03,248326.0,4899.0,,506.2857142857143,0.06877832645606442,0.0477014989372106,1.024570377172572,906.1428571428571,0.008897365553008381,0.006071099864735895,1.833761259143799,3014.714285714286,0.01654082646532234,0.01734599961353113,6.1008771640724575,4941444.0,2020-11-28,2020-06-21,2020-03-24,2020-03-27,2020-03-12,2020-03-24,2020-03-11,1.0,,2021-03-04,2020-11-28,328.0,1544799.0,2314.0,1643690.0
84,1.0,Iran,IRN,,,,,,,,2021-04-30,2020-02-25,2479805.0,71351.0,,,,,,,,,,,,,,82913906.0,,,2020-03-03,2020-02-25,2020-02-20,2020-02-23,2020-03-01,1.0,,,,,,,
85,3.0,Iraq,IRQ,2020-09-04,,,12935.0,380.0,103.0,,2021-01-17,2020-01-03,1058794.0,15433.0,,3943.4285714285716,0.021606614990397427,0.019442633765892687,1.0031672195770125,,,,,,,,,39309783.0,2021-04-30,2021-01-17,2020-04-07,2020-03-17,2020-03-04,2020-03-09,2020-03-21,1.0,,,,,,,
86,4.0,Iceland,ISL,2020-03-28,2020-10-06,,10.0,100.0,333.0,,2020-06-01,2020-02-22,6466.0,29.0,,68.71428571428571,0.005540166204986151,0.00395383345899934,1.9017938937786822,45.285714285714285,0.00448475856487726,0.0,1.253365206502791,,,,,361313.0,2021-02-21,2020-06-01,2020-03-30,2020-04-21,2020-03-20,2020-04-07,2020-03-02,1.0,,,,19.0,214037.0,,
87,6.0,Israel,ISR,2020-03-30,2020-09-23,2021-01-11,268.0,93.0,348.0,174.0,2020-05-17,2020-02-14,838345.0,6363.0,,451.2857142857143,0.017392047153290898,0.0018935478933490707,0.4984764829241429,4441.857142857143,0.008455143851929803,0.02508950958687519,4.906340387325222,7245.0,0.00680633724770356,0.03850214049809777,8.00260678426651,9053300.0,2020-11-07,2020-05-17,2020-03-23,2020-03-28,2020-03-18,2020-03-27,2020-03-12,1.0,,2021-03-26,2020-11-07,2390.0,4570254.0,3476.0,9754782.0
88,3.0,Italy,ITA,2020-03-21,,,34716.0,141.0,306.0,,2020-06-28,2020-02-08,4009208.0,120544.0,,4194.428571428572,0.14623080003432395,0.06548494115021863,0.6956235011257488,,,,,,,,,60297396.0,2021-04-30,2020-06-28,2020-03-01,2020-02-26,2020-02-23,2020-02-25,2020-02-26,1.0,,,,,,,
89,3.0,Jamaica,JAM,2020-09-14,,,295.0,360.0,123.0,,2020-12-28,2020-01-03,45414.0,770.0,,106.71428571428571,0.02553361488414564,0.004845441793573229,0.3619545019799202,,,,,,,,,2948279.0,2021-04-30,2020-12-28,2020-08-10,2020-06-06,2020-03-19,2020-04-16,2020-03-17,1.0,,,,,,,
90,3.0,Jordan,JOR,2020-11-17,,,4198.0,385.0,98.0,,2021-01-22,2020-01-03,709817.0,8801.0,,4936.142857142857,0.013910931460068223,0.07749761008966842,4.8864505865480155,,,,,,,,,10101694.0,2021-04-30,2021-01-22,2020-06-26,2020-07-04,2020-03-28,2020-03-31,2020-03-18,1.0,,,,,,,
91,6.0,Japan,JPN,2020-04-09,2020-08-03,2021-01-07,808.0,141.0,342.0,222.0,2020-05-23,2020-01-03,586782.0,10194.0,,316.0,0.05603024047799464,0.0002828519798128723,0.025026743173842944,1242.5714285714287,0.011448225207282796,0.00018102526708023826,0.09840986081649454,4012.714285714286,0.02001268631749127,0.004265407855578114,0.31780117043855083,126264931.0,2020-09-20,2020-05-23,2020-03-22,2020-03-09,2020-02-13,2020-02-29,2020-03-13,1.0,,2021-02-25,2020-09-20,692.0,1404274.0,6147.0,5976851.0
92,3.0,Kazakhstan,KAZ,2020-06-30,,,2075.0,271.0,212.0,,2020-09-30,2020-01-03,375637.0,4345.0,,2695.5714285714284,0.0153987167736022,0.004166746722217117,1.4559693315095328,,,,,,,,,18513930.0,2021-04-30,2020-09-30,2020-04-13,2020-04-10,2020-03-27,2020-04-04,2020-03-25,1.0,,,,,,,
93,5.0,Kenya,KEN,2020-07-28,2020-11-10,,624.0,256.0,227.0,95.0,2020-09-15,2020-01-03,158821.0,2707.0,,600.5714285714286,0.020164686253926572,0.001277112101511848,0.1142336015905491,949.0,0.016811771590406546,0.002798777584164262,0.18050756787964264,,,,,52573973.0,2021-01-25,2020-09-15,2020-05-21,2020-04-16,2020-03-27,2020-04-08,2020-04-20,1.0,,2021-04-30,2021-01-25,1120.0,651872.5555555555,,
94,4.0,Kyrgyzstan,KGZ,2020-07-12,2020-10-21,,1063.0,251.0,232.0,,2020-09-10,2020-01-03,95275.0,1604.0,,967.4285714285714,0.02392465949291032,0.011947352002177074,1.4982864399767248,465.42857142857144,0.010200605085993077,0.00530993422318981,0.7208235707980167,,,,,6456900.0,2021-03-05,2020-09-10,2020-04-24,2020-05-03,2020-04-03,2020-04-10,2020-03-23,0.0,,,,407.0,,,
95,1.0,Cambodia,KHM,,,,,,,,2021-04-30,2021-03-28,13402.0,93.0,,,,,,,,,,,,,,16486542.0,,,2021-03-08,2021-03-28,2021-03-12,2021-03-24,2020-03-23,0.0,,,,,,,
96,0.0,Kiribati,KIR,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,117606.0,,,,,,,,0.0,,,,,,,
97,0.0,Saint Kitts and Nevis,KNA,,,,,,,,,,44.0,0.0,,,,,,,,,,,,,,52823.0,,,,,,,2020-03-26,0.0,,,,,,,
98,6.0,South Korea,KOR,2020-02-29,2020-08-22,2020-12-20,247.0,118.0,365.0,214.0,2020-04-30,2020-01-03,122007.0,1828.0,,369.2857142857143,0.024428841192584903,0.0003591520504076202,0.07141600386951524,280.42857142857144,0.014076735098368225,0.00011050832320234465,0.05423195961155065,985.1428571428571,0.02038572481858516,0.0025969455952551,0.1905163492008422,51709098.0,2020-09-28,2020-04-30,2020-02-26,2020-02-26,2020-02-20,2020-02-24,2020-02-22,1.0,,2021-02-04,2020-09-28,159.0,1672579.0,1042.0,3399841.0
99,5.0,Kuwait,KWT,2020-05-17,2020-09-28,,710.0,291.0,192.0,192.0,2020-10-20,2020-01-03,272562.0,1554.0,,882.7142857142857,0.006998030442241662,0.019694677489638986,2.0981622794565395,587.1428571428571,0.005533917803275237,0.005772577884894186,1.395605594524418,,,,,4207083.0,2020-10-20,2020-05-17,2020-04-12,2020-04-22,2020-04-04,2020-04-18,2020-02-27,1.0,,2021-04-30,2020-10-20,603.0,597626.0,,
100,0.0,Laos,LAO,,,,,,,,,,672.0,0.0,,,,,,,,,,,,,,7169455.0,,,,,,,2020-11-24,0.0,,,,,,,
101,1.0,Lebanon,LBN,,,,,,,,2021-04-30,2020-03-29,525577.0,7249.0,,,,,,,,,,,,,,6855713.0,,,2020-05-22,2020-03-29,2020-03-11,2020-03-26,2020-03-10,0.0,,,,,,,
102,0.0,Liberia,LBR,,,,,,,,,,2099.0,85.0,,,,,,,,,,,,,,4937374.0,,,2020-07-13,2020-04-26,2020-04-05,2020-04-11,2020-04-09,0.0,,,,,,,
103,1.0,Libya,LBY,,,,,,,,2021-04-30,2020-06-16,177072.0,3023.0,,,,,,,,,,,,,,6777452.0,,,2020-07-06,2020-06-16,2020-04-03,2020-05-29,2020-04-15,1.0,,,,,,,
104,2.0,Saint Lucia,LCA,2021-02-28,,,58.0,186.0,,,2021-03-26,2020-09-21,4518.0,74.0,,70.85714285714286,0.01560540615856207,0.054707587942447615,3.876423374207717,,,,,,,,,182790.0,,,2021-01-29,2021-01-24,2020-11-11,2020-12-19,2020-03-15,0.0,,,,,,,
105,0.0,Liechtenstein,LIE,,,,,,,,,,3022.0,56.0,,,,,,,,,,,,,,38019.0,,,2020-11-15,2020-11-22,2020-04-04,2020-11-13,2020-03-02,1.0,,,,,,,
106,2.0,Sri Lanka,LKA,2021-02-09,,,554.0,405.0,,,2021-03-26,2020-02-15,106484.0,661.0,,750.2857142857143,0.006630926844986685,0.0027519148740998947,0.34412040282792017,,,,,,,,,21803000.0,,,2020-05-20,2020-05-26,2020-03-29,2020-04-04,2020-03-29,1.0,,,,,,,
107,2.0,Lesotho,LSO,2021-01-11,,,304.0,243.0,,,2021-03-26,2020-07-26,10731.0,316.0,,0.0,0.028815949292864424,0.0,0.0,,,,,,,,,2125268.0,,,2020-08-22,2020-07-26,2020-07-09,2020-07-18,2020-06-23,0.0,,,,,,,
108,2.0,Lithuania,LTU,2020-12-18,,,3244.0,363.0,,,2021-02-28,2020-03-02,247269.0,3923.0,,2903.1428571428573,0.01742203125621634,0.145581986546174,10.41731384011038,,,,,,,,,2786844.0,,,2020-04-16,2020-04-06,2020-03-21,2020-04-01,2020-03-17,1.0,,,,,,,
109,6.0,Luxembourg,LUX,2020-03-23,2020-07-18,2020-12-06,110.0,150.0,333.0,244.0,2020-06-01,2020-01-03,67045.0,794.0,,103.0,0.02745783261419962,0.016131738227057442,1.6615690373869165,72.57142857142857,0.003640686529459841,0.0023045340324367772,1.170703288477883,515.4285714285714,0.010990634426556175,0.103704031459655,8.314758789031893,619896.0,2020-08-29,2020-06-01,2020-03-25,2020-03-28,2020-03-14,2020-03-21,2020-03-09,1.0,,2021-01-14,2020-08-29,14.0,561730.0,418.0,1116654.0
110,2.0,Latvia,LVA,2021-01-05,,,1864.0,448.0,,,2021-03-26,2020-01-03,117795.0,2125.0,,897.1428571428571,0.020425976634340863,0.08514119584394456,4.690234297368174,,,,,,,,,1912789.0,,,2020-05-18,2020-04-23,2020-04-04,2020-04-13,2020-03-12,1.0,,,,,,,
111,0.0,Saint-Martin,MAF,,,,,,,,,,1728.0,13.0,,,,,,,,,,,,,,38002.0,,,2021-01-05,2020-11-05,2020-03-31,2020-08-16,2020-03-02,0.0,,,,,,,
112,4.0,Morocco,MAR,2020-03-03,2020-11-12,,4506.0,257.0,169.0,,2020-11-12,2020-02-29,510886.0,9020.0,,0.7142857142857143,0.02263940785978634,0.0,0.00019584619388374454,5045.142857142857,0.01813429270408874,0.020524681119016428,1.3833008366396642,,,,,36471769.0,2021-02-25,2020-02-29,2020-04-06,2020-03-27,2020-03-11,2020-03-25,2020-03-26,1.0,3576667.0,,,8592.0,5140184.0,,
113,0.0,Monaco,MCO,,,,,,,,,,2452.0,32.0,,,,,,,,,,,,,,38964.0,,,2021-01-08,2021-01-28,2020-04-10,2021-01-08,2020-03-01,0.0,,,,,,,
114,3.0,Moldova,MDA,2020-12-06,,,3245.0,380.0,103.0,,2021-01-17,2020-01-03,250508.0,5795.0,,1386.4285714285713,0.023059882069825035,0.07202961556772856,5.216771784214968,,,,,,,,,2657637.0,2021-04-30,2021-01-17,2020-04-08,2020-04-05,2020-03-21,2020-04-01,2020-03-16,0.0,,,,,,,
115,3.0,Madagascar,MDG,2020-07-17,,,259.0,346.0,137.0,,2020-12-14,2020-01-03,36696.0,637.0,,329.57142857142856,0.014902024687334502,0.001059405366679558,0.122202409046487,,,,,,,,,26969307.0,2021-04-30,2020-12-14,2020-06-07,2020-06-11,2020-05-18,2020-05-30,2020-05-02,1.0,,,,,,,
116,3.0,Maldives,MDV,2020-07-31,,,48.0,252.0,139.0,,2020-12-12,2020-04-04,29370.0,73.0,,85.57142857142857,0.003628901609245059,0.002690579822642359,1.611657313762773,,,,,,,,,530953.0,2021-04-30,2020-12-12,2020-05-16,2020-07-05,2020-05-02,2020-05-27,2020-03-07,1.0,263718.0,,,,,,
117,2.0,Mexico,MEX,2021-01-17,,,199627.0,448.0,,,2021-03-26,2020-01-03,2336944.0,215918.0,,14543.42857142857,0.09516396074689307,0.07785863966793462,1.1399857547467878,,,,,,,,,127575529.0,,,2020-04-01,2020-03-29,2020-03-20,2020-03-26,2020-03-29,1.0,5697452.0,,,,,,
118,0.0,Marshall Islands,MHL,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,58791.0,,,,,,,2020-10-29,0.0,,,,,,,
119,5.0,Macedonia,MKD,2020-06-13,2020-11-17,,609.0,190.0,237.0,101.0,2020-09-05,2020-02-28,151750.0,4772.0,,130.57142857142858,0.048499754058042306,0.015084804370314668,0.6267050542939822,1051.5714285714287,0.02992935603898479,0.12959218299952147,5.047238407722104,,,,,2083459.0,2021-01-19,2020-09-05,2020-04-17,2020-04-01,2020-03-23,2020-03-30,2020-03-15,1.0,,2021-04-30,2021-01-19,2106.0,279346.0,,
120,2.0,Mali,MLI,2020-12-26,,,340.0,331.0,,,2021-02-13,2020-03-19,13815.0,481.0,,34.57142857142857,0.04296575294692056,0.0010173958928033026,0.017586414718457087,,,,,,,,,19658031.0,,,2020-05-24,2020-04-15,2020-04-03,2020-04-08,2020-04-14,0.0,,,,,,,
121,2.0,Malta,MLT,2021-03-11,,,369.0,257.0,,,2021-03-26,2020-07-12,30276.0,413.0,,304.42857142857144,0.014273641204315792,0.045473005944742906,6.056435979265446,,,,,,,,,502653.0,,,2020-08-11,2020-08-23,2020-04-09,2020-05-07,2020-03-09,1.0,690277.0,,,,,,
122,2.0,Myanmar,MMR,2020-10-07,,,3205.0,448.0,,,2021-03-26,2020-01-03,142800.0,3209.0,,1086.857142857143,0.022535997646182228,0.004942932391733788,0.201100693242303,,,,,,,,,54045420.0,,,2020-09-03,2020-09-09,2020-04-01,2020-04-18,2020-06-19,1.0,,,,,,,
123,2.0,Montenegro,MNE,2020-11-09,,,604.0,210.0,,,2020-12-17,2020-05-21,97511.0,1496.0,,542.1428571428571,0.016414288155870788,0.050517123123317575,8.714203738772282,,,,,,,,,622137.0,,,2020-07-06,2020-06-27,2020-03-22,2020-04-17,2020-03-18,0.0,,,,,,,
124,1.0,Mongolia,MNG,,,,,,,,2021-04-30,2021-04-03,34623.0,102.0,,,,,,,,,,,,,,3225167.0,,,2020-12-23,2021-04-03,2021-01-06,2021-03-21,2020-04-14,1.0,,,,,,,
125,0.0,Northern Mariana Islands,MNP,,,,,,,,,,164.0,2.0,,,,,,,,,,,,,,57216.0,,,,,2020-04-03,,2020-03-30,0.0,,,,,,,
126,2.0,Mozambique,MOZ,2021-01-27,,,753.0,448.0,,,2021-03-26,2020-01-03,69864.0,814.0,,826.4285714285714,0.011941218430982949,0.0035754231659156496,0.27215556598450036,,,,,,,,,30366036.0,,,2020-07-07,2020-07-19,2020-05-26,2020-06-22,2020-05-21,1.0,,,,,,,
127,4.0,Mauritania,MRT,2020-06-21,2020-12-28,,163.0,298.0,185.0,,2020-10-27,2020-01-03,18377.0,455.0,,149.71428571428572,0.02155051777218024,0.006628814661877421,0.33080941741178754,0.0,0.031994688486936554,0.0,0.0,,,,,4525696.0,2021-01-16,2020-10-27,2020-06-09,2020-05-28,2020-04-04,2020-05-22,2020-05-16,1.0,,,,233.0,86264.13333333335,,
128,0.0,Mauritius,MUS,,,,,,,,,,1206.0,16.0,,,,,,,,,,,,,,1265711.0,,,2021-04-01,2020-04-29,2020-03-25,2020-04-01,2020-03-18,0.0,,,,,,,
129,4.0,Malawi,MWI,2020-07-12,2021-01-20,,185.0,338.0,145.0,,2020-12-06,2020-01-03,34062.0,1148.0,,92.57142857142857,0.030998580217699943,0.0012269823009106763,0.04969278318688238,640.0,0.03465445234947219,0.006288284292167216,0.34355504425498934,,,,,18628747.0,2021-03-26,2020-12-06,2020-06-27,2020-06-21,2020-04-08,2020-06-14,2020-05-26,1.0,,,,923.0,138790.3333333333,,
130,4.0,Malaysia,MYS,2020-04-03,2021-01-30,,121.0,132.0,304.0,,2020-06-30,2020-02-19,404925.0,1492.0,,155.0,0.014233691946989473,0.0012072518869671164,0.048513640642937825,3964.714285714286,0.0037301940385339313,0.0032640513980962773,1.2409208007036436,,,,,31949777.0,2021-03-26,2020-06-30,2020-03-21,2020-03-22,2020-03-17,2020-03-22,2020-03-14,1.0,764160.5,,,1127.0,6662877.0,,
131,0.0,New Caledonia,NCL,,,,,,,,,,124.0,0.0,,,,,,,,,,,,,,287800.0,,,,,,,2020-03-19,0.0,,,,,,,
132,1.0,Niger,NER,,,,,,,,2021-04-30,2020-04-07,5224.0,191.0,,,,,,,,,,,,,,23310715.0,,,2020-06-17,2020-04-07,2020-03-27,2020-04-02,2020-04-04,0.0,,,,,,,
133,4.0,Nigeria,NGA,2020-06-15,2021-01-18,,1125.0,224.0,192.0,,2020-10-20,2020-03-10,165055.0,2063.0,,514.1428571428571,0.018886089911061055,0.0004691681217637543,0.02558387985193563,1471.4285714285713,0.008982277520523338,0.00054736280872438,0.07321866142676771,,,,,200963599.0,2021-03-26,2020-10-20,2020-04-25,2020-04-12,2020-03-26,2020-04-06,2020-04-25,1.0,,,,906.0,1159818.857142857,,
134,4.0,Nicaragua,NIC,2020-05-28,2020-07-09,,64.0,92.0,312.0,,2020-06-22,2020-03-22,5498.0,182.0,,68.57142857142857,0.04590311004784688,0.003928542946635066,0.10476114524360174,32.714285714285715,0.027094930784767723,0.0017460190873933622,0.049979796376635,,,,,6545502.0,2020-12-23,2020-06-22,2020-06-04,2020-05-21,2020-03-28,2020-05-05,2020-05-21,0.0,,,,100.0,,,
135,4.0,Netherlands,NLD,2020-04-09,2020-12-17,,6100.0,184.0,299.0,,2020-07-05,2020-01-03,1488219.0,17124.0,,984.2857142857143,0.12241617165855273,0.08810685243008837,0.5678729777767155,8972.714285714286,0.009868003568115558,0.03346247154968744,5.176710284641179,,,,,17332850.0,2021-02-09,2020-07-05,2020-03-16,2020-03-15,2020-03-07,2020-03-14,2020-03-08,0.0,,,,8314.0,,,
136,5.0,Norway,NOR,2020-03-24,2021-01-05,,253.0,194.0,289.0,82.0,2020-07-15,2020-01-03,112155.0,754.0,,171.71428571428572,0.028473096349643887,0.0013356387526715448,0.3210875561422393,522.5714285714286,0.006592780108162391,0.005342555010686179,0.9771533114545021,,,,,5347896.0,2021-02-07,2020-07-15,2020-03-16,2020-03-25,2020-03-13,2020-03-20,2020-03-04,1.0,,2021-04-30,2021-02-07,329.0,3095722.0,,
137,4.0,Nepal,NPL,2020-06-23,2020-10-16,,35.0,141.0,294.0,,2020-07-10,2020-02-20,317530.0,3246.0,,478.57142857142856,0.0029747504614447257,0.00019973937008294727,0.16728172244446834,3304.0,0.011501861081876572,0.0051932236221566295,1.1548930378196012,,,,,28608710.0,2021-03-10,2020-07-10,2020-05-29,2020-06-05,2020-05-17,2020-05-29,2020-05-12,1.0,275739.0,,,2977.0,1927487.0,,
138,0.0,Nauru,NRU,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,12581.0,,,,,,,,0.0,,,,,,,
139,2.0,New Zealand,NZL,2020-03-27,,,22.0,149.0,,,2020-05-31,2020-01-03,2257.0,26.0,,42.714285714285715,0.01906412478336222,0.0,0.08687062378337547,,,,,,,,,4917000.0,,,2020-04-10,2020-04-17,2020-03-29,2020-04-13,2020-03-19,1.0,,,,,,,
140,5.0,Oman,OMN,2020-07-10,2020-10-04,,588.0,228.0,255.0,126.0,2020-08-18,2020-01-03,193253.0,2010.0,,1310.0,0.008559942922196941,0.013783240509908685,2.633173239080472,382.57142857142856,0.01781403348217808,0.014357542197821548,0.7689899601153221,,,,,4974986.0,2020-12-25,2020-08-18,2020-04-16,2020-04-25,2020-04-01,2020-04-17,2020-03-15,1.0,,2021-04-30,2020-12-25,903.0,,,
141,3.0,Pakistan,PAK,2020-06-11,,,6283.0,238.0,245.0,,2020-08-28,2020-01-03,815711.0,17680.0,,4896.0,0.02175508744792161,0.0038655444226894037,0.22607498029763012,,,,,,,,,216565318.0,2021-04-30,2020-08-28,2020-03-26,2020-03-29,2020-03-19,2020-03-23,2020-03-27,1.0,,,,,,,
142,2.0,Panama,PAN,2021-01-06,,,5972.0,435.0,,,2021-03-13,2020-01-03,363895.0,6222.0,,3217.8571428571427,0.017671850911493075,0.10260698098201473,7.577777857770105,,,,,,,,,4246439.0,,,2020-04-02,2020-03-29,2020-03-11,2020-03-24,2020-03-14,1.0,,,,,,,
143,3.0,Peru,PER,2020-08-15,,,37317.0,358.0,125.0,,2020-12-26,2020-01-03,1783339.0,60742.0,,7512.428571428572,0.03836973145234443,0.22955254246556156,2.310773267732865,,,,,,,,,32510453.0,2021-04-30,2020-12-26,2020-04-01,2020-03-29,2020-03-20,2020-03-25,2020-03-19,1.0,,,,,,,
144,3.0,Philippines,PHL,2020-08-11,,,9108.0,314.0,123.0,,2020-12-28,2020-02-18,1028712.0,17145.0,,4317.285714285715,0.020879665199075585,0.002497303490309977,0.39931750677596733,,,,,,,,,108116615.0,2021-04-30,2020-12-28,2020-03-29,2020-03-15,2020-02-02,2020-03-13,2020-03-25,1.0,,,,,,,
145,0.0,Palau,PLW,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,18008.0,,,,,,,,0.0,,,,,,,
146,1.0,Papua New Guinea,PNG,,,,,,,,2021-04-30,2021-02-12,11119.0,115.0,,,,,,,,,,,,,,8776109.0,,,2021-02-20,2021-02-12,2020-07-30,2020-08-29,2020-07-27,0.0,,,,,,,
147,5.0,Poland,POL,2020-04-06,2020-11-06,,562.0,116.0,367.0,86.0,2020-04-28,2020-01-03,2792142.0,67502.0,,320.0,0.0822093938598793,0.002708843174300988,0.08427512097825297,21067.714285714286,0.027490349635606162,0.06369543741793851,5.548388031761999,,,,,37970874.0,2021-02-03,2020-04-28,2020-03-26,2020-03-25,2020-03-13,2020-03-18,2020-03-18,1.0,,2021-04-30,2021-02-03,37335.0,,,
148,6.0,Puerto Rico,PRI,2020-04-07,2020-11-05,2020-12-18,48.0,47.0,372.0,133.0,2020-04-23,2020-03-07,130671.0,2296.0,,48.42857142857143,0.11738555809203413,0.006709650776990979,0.15163810755999613,776.1428571428571,0.017397626652125367,0.01655047191657775,2.4302355114261327,756.1428571428571,0.01607147716097133,0.03802135440294888,2.3676121041742166,3193694.0,2020-12-18,2020-10-24,2020-04-17,2020-04-02,2020-03-21,2020-03-31,2020-03-21,0.0,,2021-02-19,2020-10-24,532.0,,1149.0,
149,0.0,North Korea,PRK,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,25666161.0,,,,,,,,0.0,,,,,,,
150,4.0,Portugal,PRT,2020-03-29,2021-01-23,,1735.0,211.0,272.0,,2020-08-01,2020-01-03,836033.0,16974.0,,555.7142857142857,0.0349786742740566,0.012241618556757964,0.5411351839294145,11523.857142857143,0.019736994204565202,0.1915535085529059,11.221530046795396,,,,,10269417.0,2021-03-23,2020-08-01,2020-03-21,2020-03-22,2020-03-18,2020-03-21,2020-03-12,1.0,,,,15049.0,7234532.0,,
151,1.0,Paraguay,PRY,,,,,,,,2021-04-30,2020-05-02,274170.0,6196.0,,,,,,,,,,,,,,7044636.0,,,2020-06-03,2020-05-02,2020-03-21,2020-04-07,2020-03-26,1.0,,,,,,,
152,3.0,Palestina,PSE,2020-12-01,,,1908.0,383.0,100.0,,2021-01-20,2020-01-03,324442.0,3499.0,,1851.142857142857,0.012094721329046087,0.03018555702201125,3.95095401910325,,,,,,,,,4685306.0,2021-04-30,2021-01-20,2020-06-22,2020-07-01,2020-03-26,2020-05-24,2020-03-09,1.0,,,,,,,
153,2.0,French Polynesia,PYF,2020-11-02,,,141.0,253.0,,,2021-03-24,2020-07-14,18755.0,141.0,,200.42857142857142,0.0076150356448477,0.04603559369803413,7.176437550926875,,,,,,,,,279287.0,,,2020-09-13,2020-10-08,2020-09-11,2020-09-23,2020-03-12,0.0,,,,,,,
154,3.0,Qatar,QAT,2020-05-29,,,243.0,352.0,131.0,,2020-12-20,2020-01-03,204976.0,450.0,,1751.857142857143,0.0017345151338213278,0.008070834078834596,6.185789894296791,,,,,,,,,2832067.0,2021-04-30,2020-12-20,2020-04-05,2020-04-23,2020-03-30,2020-04-08,2020-03-06,1.0,,,,,,,
155,4.0,Romania,ROU,2020-04-12,2020-11-13,,1229.0,147.0,336.0,,2020-05-29,2020-01-03,1053629.0,27971.0,,339.57142857142856,0.07804377779169537,0.010406225999257484,0.17542978156195058,8204.857142857143,0.026081641940867227,0.07158893063318979,4.238802723697548,,,,,19356544.0,2021-02-12,2020-05-29,2020-03-27,2020-03-25,2020-03-23,2020-03-24,2020-03-15,1.0,,,,17971.0,5264476.0,,
