,countrycode,date,tests
1503,ARE,2020-01-29,75.0
1504,ARE,2020-01-30,136.0
1505,ARE,2020-01-31,197.0
1506,ARE,2020-02-01,258.0
1507,ARE,2020-02-02,340.0
1508,ARE,2020-02-03,422.0
1509,ARE,2020-02-04,504.0
1510,ARE,2020-02-05,586.0
1511,ARE,2020-02-06,668.0
1512,ARE,2020-02-07,750.0
1513,ARE,2020-02-08,832.0
1514,ARE,2020-02-09,2192.0
1515,ARE,2020-02-10,2629.0
1516,ARE,2020-02-11,2705.5
1517,ARE,2020-02-12,2782.0
1518,ARE,2020-02-13,2858.5
1519,ARE,2020-02-14,2935.0
1520,ARE,2020-02-15,3988.5
1521,ARE,2020-02-16,5042.0
1522,ARE,2020-02-17,5867.5
1523,ARE,2020-02-18,6693.0
1524,ARE,2020-02-19,7426.666666666667
1525,ARE,2020-02-20,8160.333333333333
1526,ARE,2020-02-21,8894.0
1527,ARE,2020-02-22,12990.0
1528,ARE,2020-02-23,13255.0
1529,ARE,2020-02-24,13520.0
1530,ARE,2020-02-25,13785.0
1531,ARE,2020-02-26,14050.0
1532,ARE,2020-02-27,14315.0
1533,ARE,2020-02-28,22921.0
1534,ARE,2020-02-29,23449.25
1535,ARE,2020-03-01,23977.5
1536,ARE,2020-03-02,24505.75
1537,ARE,2020-03-03,25034.0
1538,ARE,2020-03-04,37758.0
1539,ARE,2020-03-05,43134.5
1540,ARE,2020-03-06,48511.0
1541,ARE,2020-03-07,52991.0
1542,ARE,2020-03-08,56465.5
1543,ARE,2020-03-09,59940.0
1544,ARE,2020-03-10,63558.0
1545,ARE,2020-03-11,68544.5
1546,ARE,2020-03-12,73531.0
1547,ARE,2020-03-13,78551.0
1548,ARE,2020-03-14,83571.0
1549,ARE,2020-03-15,90187.0
1550,ARE,2020-03-16,95449.5
1551,ARE,2020-03-17,100712.0
1552,ARE,2020-03-18,107640.5
1553,ARE,2020-03-19,114569.0
1554,ARE,2020-03-20,120922.0
1555,ARE,2020-03-21,127275.0
1556,ARE,2020-03-22,135649.0
1557,ARE,2020-03-23,144023.0
1558,ARE,2020-03-24,153116.0
1559,ARE,2020-03-25,162652.0
1560,ARE,2020-03-26,172093.0
1561,ARE,2020-03-27,181534.0
1562,ARE,2020-03-28,189750.0
1563,ARE,2020-03-29,198848.0
1564,ARE,2020-03-30,206542.0
1565,ARE,2020-03-31,220000.0
1566,ARE,2020-04-01,240480.0
1567,ARE,2020-04-02,262913.0
1568,ARE,2020-04-03,294315.0
1569,ARE,2020-04-04,334265.0
1570,ARE,2020-04-05,392613.0
1571,ARE,2020-04-06,432483.0
1572,ARE,2020-04-07,490777.0
1573,ARE,2020-04-08,539195.0
1574,ARE,2020-04-09,579195.0
1575,ARE,2020-04-10,628195.0
1576,ARE,2020-04-11,648195.0
1577,ARE,2020-04-12,670195.0
1578,ARE,2020-04-13,693575.0
1579,ARE,2020-04-14,725575.0
1580,ARE,2020-04-15,767000.0
1581,ARE,2020-04-16,792000.0
1582,ARE,2020-04-17,816000.0
1583,ARE,2020-04-18,837806.0
1584,ARE,2020-04-19,863601.0
1585,ARE,2020-04-20,886408.0
1586,ARE,2020-04-21,906573.0
1587,ARE,2020-04-22,929626.0
1588,ARE,2020-04-23,955132.0
1589,ARE,2020-04-24,981406.0
1590,ARE,2020-04-25,1003390.0
1591,ARE,2020-04-26,1028476.0
1592,ARE,2020-04-27,1054671.0
1593,ARE,2020-04-28,1082576.0
1594,ARE,2020-04-29,1109100.0
1595,ARE,2020-04-30,1145366.0
1596,ARE,2020-05-01,1172043.0
1597,ARE,2020-05-02,1190471.0
1598,ARE,2020-05-03,1218510.0
1599,ARE,2020-05-04,1243741.0
1600,ARE,2020-05-05,1277735.0
1601,ARE,2020-05-06,1318869.0
1602,ARE,2020-05-07,1352022.0
1603,ARE,2020-05-08,1381888.0
1604,ARE,2020-05-09,1408651.0
1605,ARE,2020-05-10,1441248.0
1606,ARE,2020-05-11,1476117.0
1607,ARE,2020-05-12,1513229.0
1608,ARE,2020-05-13,1551706.0
1609,ARE,2020-05-14,1587441.0
1610,ARE,2020-05-15,1628161.0
1611,ARE,2020-05-16,1666005.0
1612,ARE,2020-05-17,1704909.0
1613,ARE,2020-05-18,1748641.0
1614,ARE,2020-05-19,1792634.0
1615,ARE,2020-05-20,1843011.0
1616,ARE,2020-05-21,1882802.0
1617,ARE,2020-05-22,1918488.0
1618,ARE,2020-05-23,1959690.0
1619,ARE,2020-05-24,1987972.0
1620,ARE,2020-05-25,2015512.0
1621,ARE,2020-05-26,2054140.0
1622,ARE,2020-05-27,2090271.0
1623,ARE,2020-05-28,2132895.0
1624,ARE,2020-05-29,2170048.0
1625,ARE,2020-05-30,2200195.0
1626,ARE,2020-05-31,2235232.0
1627,ARE,2020-06-01,2276994.0
1628,ARE,2020-06-02,2331817.0
1629,ARE,2020-06-03,2376058.0
1630,ARE,2020-06-04,2429054.0
1631,ARE,2020-06-05,2473255.0
1632,ARE,2020-06-06,2505934.0
1633,ARE,2020-06-07,2543574.0
1634,ARE,2020-06-08,2590775.0
1635,ARE,2020-06-09,2636153.0
1636,ARE,2020-06-10,2680320.0
1637,ARE,2020-06-11,2721044.0
1638,ARE,2020-06-12,2764057.0
1639,ARE,2020-06-13,2791098.0
1640,ARE,2020-06-14,2829134.0
1641,ARE,2020-06-15,2869021.0
1642,ARE,2020-06-16,2909499.0
1643,ARE,2020-06-17,2948001.0
1644,ARE,2020-06-18,2982365.0
1645,ARE,2020-06-19,3030889.0
1646,ARE,2020-06-20,3071765.0
1647,ARE,2020-06-21,3112721.0
1648,ARE,2020-06-22,3157012.0
1649,ARE,2020-06-23,3206662.0
1650,ARE,2020-06-24,3255814.0
1651,ARE,2020-06-25,3308341.0
1652,ARE,2020-06-26,3367082.0
1653,ARE,2020-06-27,3410633.0
1654,ARE,2020-06-28,3474603.0
1655,ARE,2020-06-29,3536631.0
1656,ARE,2020-06-30,3592808.0
1657,ARE,2020-07-01,3647166.0
1658,ARE,2020-07-02,3718863.0
1659,ARE,2020-07-03,3766793.0
1660,ARE,2020-07-04,3794802.0
1661,ARE,2020-07-05,3838994.0
1662,ARE,2020-07-06,3890424.0
1663,ARE,2020-07-07,3940201.0
1664,ARE,2020-07-08,3987523.0
1665,ARE,2020-07-09,4046027.0
1666,ARE,2020-07-10,4096166.0
1667,ARE,2020-07-11,4130644.0
1668,ARE,2020-07-12,4180969.0
1669,ARE,2020-07-13,4215447.0
1670,ARE,2020-07-14,4268229.0
1671,ARE,2020-07-15,4316763.0
1672,ARE,2020-07-16,4365694.0
1673,ARE,2020-07-17,4414255.0
1674,ARE,2020-07-18,4461205.0
1675,ARE,2020-07-19,4508928.0
1676,ARE,2020-07-20,4536152.0
1677,ARE,2020-07-21,4576202.0
1678,ARE,2020-07-22,4623216.0
1679,ARE,2020-07-23,4677312.0
1680,ARE,2020-07-24,4724277.0
1681,ARE,2020-07-25,4776904.0
1682,ARE,2020-07-26,4828066.0
1683,ARE,2020-07-27,4875295.0
1684,ARE,2020-07-28,4918917.0
1685,ARE,2020-07-29,4966400.0
1686,ARE,2020-07-30,5021657.0
1687,ARE,2020-07-31,5076384.0
1688,ARE,2020-08-01,5119652.0
1689,ARE,2020-08-02,5162080.0
1690,ARE,2020-08-03,5189891.0
1691,ARE,2020-08-04,5219289.0
1692,ARE,2020-08-05,5262658.0
1693,ARE,2020-08-06,5313387.0
1694,ARE,2020-08-07,5375365.0
1695,ARE,2020-08-08,5439157.0
1696,ARE,2020-08-09,5500701.0
1697,ARE,2020-08-10,5559654.0
1698,ARE,2020-08-11,5623764.0
1699,ARE,2020-08-12,5696394.0
1700,ARE,2020-08-13,5765358.0
1701,ARE,2020-08-14,5847702.0
1702,ARE,2020-08-15,5925342.0
1703,ARE,2020-08-16,5990528.0
1704,ARE,2020-08-17,6061850.0
1705,ARE,2020-08-18,6121609.0
1706,ARE,2020-08-19,6193635.0
1707,ARE,2020-08-20,6265918.0
1708,ARE,2020-08-21,6348109.0
1709,ARE,2020-08-22,6418188.0
1710,ARE,2020-08-23,6489404.0
1711,ARE,2020-08-24,6560686.0
1712,ARE,2020-08-25,6629995.0
1713,ARE,2020-08-26,6687414.0
1714,ARE,2020-08-27,6755457.0
1715,ARE,2020-08-28,6835137.0
1716,ARE,2020-08-29,6923940.0
1717,ARE,2020-08-30,7011895.0
1718,ARE,2020-08-31,7094658.0
1719,ARE,2020-09-01,7177430.0
1720,ARE,2020-09-02,7257053.0
1721,ARE,2020-09-03,7324874.0
1722,ARE,2020-09-04,7405809.0
1723,ARE,2020-09-05,7488142.0
1724,ARE,2020-09-06,7575478.0
1725,ARE,2020-09-07,7632984.0
1726,ARE,2020-09-08,7704318.0
1727,ARE,2020-09-09,7790235.0
1728,ARE,2020-09-10,7872311.0
1729,ARE,2020-09-11,7947488.0
1730,ARE,2020-09-12,8042775.0
1731,ARE,2020-09-13,8127417.0
1732,ARE,2020-09-14,8188501.0
1733,ARE,2020-09-15,8275380.0
1734,ARE,2020-09-16,8369062.0
1735,ARE,2020-09-17,8461974.0
1736,ARE,2020-09-18,8559443.0
1737,ARE,2020-09-19,8662567.0
1738,ARE,2020-09-20,8759818.0
1739,ARE,2020-09-21,8832206.0
1740,ARE,2020-09-22,8930734.0
1741,ARE,2020-09-23,9033933.0
1742,ARE,2020-09-24,9127551.0
1743,ARE,2020-09-25,9219609.0
1744,ARE,2020-09-26,9317777.0
1745,ARE,2020-09-27,9423811.0
1746,ARE,2020-09-28,9500699.0
1747,ARE,2020-09-29,9599111.0
1748,ARE,2020-09-30,9704726.0
1749,ARE,2020-10-01,9795960.0
1750,ARE,2020-10-02,9903147.0
1751,ARE,2020-10-03,10020959.0
1752,ARE,2020-10-04,10129865.0
1753,ARE,2020-10-05,10217534.0
1754,ARE,2020-10-06,10319913.0
1755,ARE,2020-10-07,10431795.0
1756,ARE,2020-10-08,10547053.0
1757,ARE,2020-10-09,10667718.0
1758,ARE,2020-10-10,10804148.0
1759,ARE,2020-10-11,10938083.0
1760,ARE,2020-10-12,11016566.0
1761,ARE,2020-10-13,11113555.0
1762,ARE,2020-10-14,11216687.0
1763,ARE,2020-10-15,11330834.0
1764,ARE,2020-10-16,11447304.0
1765,ARE,2020-10-17,11577871.0
1766,ARE,2020-10-18,11693164.0
1767,ARE,2020-10-19,11770455.0
1768,ARE,2020-10-20,11882651.0
1769,ARE,2020-10-21,11988391.0
1770,ARE,2020-10-22,12102874.0
1771,ARE,2020-10-23,12223225.0
1772,ARE,2020-10-24,12347629.0
1773,ARE,2020-10-25,12465687.0
1774,ARE,2020-10-26,12550780.0
1775,ARE,2020-10-27,12661587.0
1776,ARE,2020-10-28,12766260.0
1777,ARE,2020-10-29,12896833.0
1778,ARE,2020-10-30,13040169.0
1779,ARE,2020-10-31,13184160.0
1780,ARE,2020-11-01,13296706.0
1781,ARE,2020-11-02,13368172.0
2656,AUS,2020-03-29,211261.0
2657,AUS,2020-03-30,223531.42857142858
2658,AUS,2020-03-31,235801.85714285713
2659,AUS,2020-04-01,248072.2857142857
2660,AUS,2020-04-02,260342.7142857143
2661,AUS,2020-04-03,272613.14285714284
2662,AUS,2020-04-04,284883.5714285714
2663,AUS,2020-04-05,297154.0
2664,AUS,2020-04-06,302663.0
2665,AUS,2020-04-07,310700.0
2666,AUS,2020-04-08,319368.0
2667,AUS,2020-04-09,330134.0
2668,AUS,2020-04-10,338346.0
2669,AUS,2020-04-11,347847.0
2670,AUS,2020-04-12,353941.0
2671,AUS,2020-04-13,362136.0
2672,AUS,2020-04-14,366493.0
2673,AUS,2020-04-15,371377.0
2674,AUS,2020-04-16,380003.0
2675,AUS,2020-04-17,391530.0
2676,AUS,2020-04-18,406510.0
2677,AUS,2020-04-19,420996.0
2678,AUS,2020-04-20,431734.0
2679,AUS,2020-04-21,439842.0
2680,AUS,2020-04-22,452441.0
2681,AUS,2020-04-23,466659.0
2682,AUS,2020-04-24,482370.0
2683,AUS,2020-04-25,494257.0
2684,AUS,2020-04-26,506449.0
2685,AUS,2020-04-27,517063.0
2686,AUS,2020-04-28,530679.0
2687,AUS,2020-04-29,544410.0
2688,AUS,2020-04-30,563641.0
2689,AUS,2020-05-01,588868.0
2690,AUS,2020-05-02,611583.0
2691,AUS,2020-05-03,633107.0
2692,AUS,2020-05-04,650214.0
2693,AUS,2020-05-05,664756.0
2694,AUS,2020-05-06,688656.0
2695,AUS,2020-05-07,722549.0
2696,AUS,2020-05-08,757250.0
2697,AUS,2020-05-09,795456.0
2698,AUS,2020-05-10,827872.0
2699,AUS,2020-05-11,855119.0
2700,AUS,2020-05-12,877927.0
2701,AUS,2020-05-13,909025.0
2702,AUS,2020-05-14,943480.0
2703,AUS,2020-05-15,983816.0
2704,AUS,2020-05-16,1015652.0
2705,AUS,2020-05-17,1042126.0
2706,AUS,2020-05-18,1062034.0
2707,AUS,2020-05-19,1085870.0
2708,AUS,2020-05-20,1111567.0
2709,AUS,2020-05-21,1137684.0
2710,AUS,2020-05-22,1170682.0
2711,AUS,2020-05-23,1192262.0
2712,AUS,2020-05-24,1224795.0
2713,AUS,2020-05-25,1244200.0
2714,AUS,2020-05-26,1288223.0
2715,AUS,2020-05-27,1338321.0
2716,AUS,2020-05-28,1367444.0
2717,AUS,2020-05-29,1397622.0
2718,AUS,2020-05-30,1428538.0
2719,AUS,2020-05-31,1454568.0
2720,AUS,2020-06-01,1472220.0
2721,AUS,2020-06-02,1490387.0
2722,AUS,2020-06-03,1512700.0
2723,AUS,2020-06-04,1546329.0
2724,AUS,2020-06-05,1579192.0
2725,AUS,2020-06-06,1590588.0
2726,AUS,2020-06-07,1617462.0
2727,AUS,2020-06-08,1633515.0
2728,AUS,2020-06-09,1650684.0
2729,AUS,2020-06-10,1679954.0
2730,AUS,2020-06-11,1711223.0
2731,AUS,2020-06-12,1745550.0
2732,AUS,2020-06-13,1782651.0
2733,AUS,2020-06-14,1812353.0
2734,AUS,2020-06-15,1828149.0
2735,AUS,2020-06-16,1848347.0
2736,AUS,2020-06-17,1876117.0
2737,AUS,2020-06-18,1927497.0
2738,AUS,2020-06-19,1970205.0
2739,AUS,2020-06-20,2005378.0
2740,AUS,2020-06-21,2041324.0
2741,AUS,2020-06-22,2107849.0
2742,AUS,2020-06-23,2132821.0
2743,AUS,2020-06-24,2180424.0
2744,AUS,2020-06-25,2232341.0
2745,AUS,2020-06-26,2281839.0
2746,AUS,2020-06-27,2336061.0
2747,AUS,2020-06-28,2379175.0
2748,AUS,2020-06-29,2415695.0
2749,AUS,2020-06-30,2455982.0
2750,AUS,2020-07-01,2505923.0
2751,AUS,2020-07-02,2563782.0
2752,AUS,2020-07-03,2617860.0
2753,AUS,2020-07-04,2668036.0
2754,AUS,2020-07-05,2713435.0
2755,AUS,2020-07-06,2759165.0
2756,AUS,2020-07-07,2801107.0
2757,AUS,2020-07-08,2856406.0
2758,AUS,2020-07-09,2910831.0
2759,AUS,2020-07-10,2970268.0
2760,AUS,2020-07-11,3021493.0
2761,AUS,2020-07-12,3075488.0
2762,AUS,2020-07-13,3117788.0
2763,AUS,2020-07-14,3162237.0
2764,AUS,2020-07-15,3222141.0
2765,AUS,2020-07-16,3287716.0
2766,AUS,2020-07-17,3350444.0
2767,AUS,2020-07-18,3413831.0
2768,AUS,2020-07-19,3476463.0
2769,AUS,2020-07-20,3534425.0
2770,AUS,2020-07-21,3590735.0
2771,AUS,2020-07-22,3650529.0
2772,AUS,2020-07-23,3719837.0
2773,AUS,2020-07-24,3795421.0
2774,AUS,2020-07-25,3859505.0
2775,AUS,2020-07-26,3935124.0
2776,AUS,2020-07-27,3987090.0
2777,AUS,2020-07-28,4042669.5
2778,AUS,2020-07-29,4098249.0
2779,AUS,2020-07-30,4164454.0
2780,AUS,2020-07-31,4235839.0
2781,AUS,2020-08-01,4307224.0
2782,AUS,2020-08-02,4346382.0
2783,AUS,2020-08-03,4386911.0
2784,AUS,2020-08-04,4481617.0
2785,AUS,2020-08-05,4552081.0
2786,AUS,2020-08-06,4632089.0
2787,AUS,2020-08-07,4724026.0
2788,AUS,2020-08-08,4764223.0
2789,AUS,2020-08-09,4857414.0
2790,AUS,2020-08-10,4918546.0
2791,AUS,2020-08-11,4980172.0
2792,AUS,2020-08-12,5041344.0
2793,AUS,2020-08-13,5109785.0
2794,AUS,2020-08-14,5180414.0
2795,AUS,2020-08-15,5243784.0
2796,AUS,2020-08-16,5297558.0
2797,AUS,2020-08-17,5336097.0
2798,AUS,2020-08-18,5380613.0
2799,AUS,2020-08-19,5440495.0
2800,AUS,2020-08-20,5508831.0
2801,AUS,2020-08-21,5574749.666666667
2802,AUS,2020-08-22,5640668.333333333
2803,AUS,2020-08-23,5706587.0
2804,AUS,2020-08-24,5758034.0
2805,AUS,2020-08-25,5814709.0
2806,AUS,2020-08-26,5886412.0
2807,AUS,2020-08-27,5972680.0
2808,AUS,2020-08-28,6037863.0
2809,AUS,2020-08-29,6103046.0
2810,AUS,2020-08-30,6168229.0
2811,AUS,2020-08-31,6214453.0
2812,AUS,2020-09-01,6255797.0
2813,AUS,2020-09-02,6319795.0
2814,AUS,2020-09-03,6390778.0
2815,AUS,2020-09-04,6479634.666666667
2816,AUS,2020-09-05,6568491.333333333
2817,AUS,2020-09-06,6657348.0
2818,AUS,2020-09-07,6693434.0
2819,AUS,2020-09-08,6730397.0
2820,AUS,2020-09-09,6789333.0
2821,AUS,2020-09-10,6849431.0
2822,AUS,2020-09-11,6904984.0
2823,AUS,2020-09-12,6960537.0
2824,AUS,2020-09-13,7016090.0
2825,AUS,2020-09-14,7047036.0
2826,AUS,2020-09-15,7076539.0
2827,AUS,2020-09-16,7124384.0
2828,AUS,2020-09-17,7178741.0
2829,AUS,2020-09-18,7217911.333333333
2830,AUS,2020-09-19,7257081.666666667
2831,AUS,2020-09-20,7296252.0
2832,AUS,2020-09-21,7319688.0
2833,AUS,2020-09-22,7351283.0
2834,AUS,2020-09-23,7393693.0
2835,AUS,2020-09-24,7441327.0
2836,AUS,2020-09-25,7476292.333333333
2837,AUS,2020-09-26,7511257.666666667
2838,AUS,2020-09-27,7546223.0
2839,AUS,2020-09-28,7563322.0
2840,AUS,2020-09-29,7589332.0
2841,AUS,2020-09-30,7637403.0
2842,AUS,2020-10-01,7679651.0
2843,AUS,2020-10-02,7707615.2
2844,AUS,2020-10-03,7735579.4
2845,AUS,2020-10-04,7763543.6
2846,AUS,2020-10-05,7791507.8
2847,AUS,2020-10-06,7819472.0
2848,AUS,2020-10-07,7852241.0
2849,AUS,2020-10-08,7895078.0
2850,AUS,2020-10-09,7932755.666666667
2851,AUS,2020-10-10,7970433.333333333
2852,AUS,2020-10-11,8008111.0
2853,AUS,2020-10-12,8035558.0
2854,AUS,2020-10-13,8062988.0
2855,AUS,2020-10-14,8109490.0
2856,AUS,2020-10-15,8153116.0
2857,AUS,2020-10-16,8194089.333333333
2858,AUS,2020-10-17,8235062.666666667
2859,AUS,2020-10-18,8276036.0
2860,AUS,2020-10-19,8303374.0
2861,AUS,2020-10-20,8332247.0
2862,AUS,2020-10-21,8378006.0
2863,AUS,2020-10-22,8423824.0
2864,AUS,2020-10-23,8461163.333333334
2865,AUS,2020-10-24,8498502.666666666
2866,AUS,2020-10-25,8535842.0
2867,AUS,2020-10-26,8567028.0
2868,AUS,2020-10-27,8598558.0
2869,AUS,2020-10-28,8650241.0
2870,AUS,2020-10-29,8700911.0
2871,AUS,2020-10-30,8742336.0
2872,AUS,2020-10-31,8783761.0
2873,AUS,2020-11-01,8825186.0
2932,AUT,2020-02-26,321.0
2933,AUT,2020-02-27,447.0
2934,AUT,2020-02-28,763.0
2935,AUT,2020-02-29,1649.0
2936,AUT,2020-03-01,1993.6666666666667
2937,AUT,2020-03-02,2338.3333333333335
2938,AUT,2020-03-03,2683.0
2939,AUT,2020-03-04,3138.0
2940,AUT,2020-03-05,3711.0
2941,AUT,2020-03-06,4000.0
2942,AUT,2020-03-07,4308.0
2943,AUT,2020-03-08,4509.0
2944,AUT,2020-03-09,4734.0
2945,AUT,2020-03-10,5026.0
2946,AUT,2020-03-11,5362.0
2947,AUT,2020-03-12,5869.0
2948,AUT,2020-03-13,6582.0
2949,AUT,2020-03-14,7467.0
2950,AUT,2020-03-15,8167.0
2951,AUT,2020-03-16,8490.0
2952,AUT,2020-03-17,10278.0
2953,AUT,2020-03-18,11977.0
2954,AUT,2020-03-19,13724.0
2955,AUT,2020-03-20,15613.0
2956,AUT,2020-03-21,18545.0
2957,AUT,2020-03-22,21368.0
2958,AUT,2020-03-23,23429.0
2959,AUT,2020-03-24,28391.0
2960,AUT,2020-03-25,32407.0
2961,AUT,2020-03-26,35995.0
2962,AUT,2020-03-27,39552.0
2963,AUT,2020-03-28,42750.0
2964,AUT,2020-03-29,46441.0
2965,AUT,2020-03-30,49455.0
2966,AUT,2020-03-31,52344.0
2967,AUT,2020-04-01,55863.0
2968,AUT,2020-04-02,92190.0
2969,AUT,2020-04-03,98343.0
2970,AUT,2020-04-04,104134.0
2971,AUT,2020-04-05,108416.0
2972,AUT,2020-04-06,111296.0
2973,AUT,2020-04-07,115235.0
2974,AUT,2020-04-08,120755.0
2975,AUT,2020-04-09,126287.0
2976,AUT,2020-04-10,134743.0
2977,AUT,2020-04-11,140975.0
2978,AUT,2020-04-12,144877.0
2979,AUT,2020-04-13,148412.0
2980,AUT,2020-04-14,151796.0
2981,AUT,2020-04-15,156801.0
2982,AUT,2020-04-16,162816.0
2983,AUT,2020-04-17,169272.0
2984,AUT,2020-04-18,175932.0
2985,AUT,2020-04-19,179243.0
2986,AUT,2020-04-20,182949.0
2987,AUT,2020-04-21,189018.0
2988,AUT,2020-04-22,201794.0
2989,AUT,2020-04-23,205835.0
2990,AUT,2020-04-24,212686.0
2991,AUT,2020-04-25,221089.0
2992,AUT,2020-04-26,227631.0
2993,AUT,2020-04-27,232537.0
2994,AUT,2020-04-28,239578.0
2995,AUT,2020-04-29,247754.0
2996,AUT,2020-04-30,256399.0
2997,AUT,2020-05-01,264079.0
2998,AUT,2020-05-02,269619.0
2999,AUT,2020-05-03,274355.0
3000,AUT,2020-05-04,279071.0
3001,AUT,2020-05-05,285883.0
3002,AUT,2020-05-06,292254.0
3003,AUT,2020-05-07,297894.0
3004,AUT,2020-05-08,304069.0
3005,AUT,2020-05-09,311690.0
3006,AUT,2020-05-10,316508.0
3007,AUT,2020-05-11,319484.0
3008,AUT,2020-05-12,329314.0
3009,AUT,2020-05-13,336252.0
3010,AUT,2020-05-14,344606.0
3011,AUT,2020-05-15,351351.0
3012,AUT,2020-05-16,357393.0
3013,AUT,2020-05-17,362509.0
3014,AUT,2020-05-18,365873.0
3015,AUT,2020-05-19,372435.0
3016,AUT,2020-05-20,379592.0
3017,AUT,2020-05-21,385040.0
3018,AUT,2020-05-22,390488.0
3019,AUT,2020-05-23,396363.0
3020,AUT,2020-05-24,401857.0
3021,AUT,2020-05-25,405341.0
3022,AUT,2020-05-26,411185.0
3023,AUT,2020-05-27,418706.0
3024,AUT,2020-05-28,427372.0
3025,AUT,2020-05-29,434302.0
3026,AUT,2020-05-30,442143.0
3027,AUT,2020-05-31,448534.0
3028,AUT,2020-06-01,451820.0
3029,AUT,2020-06-02,456378.0
3030,AUT,2020-06-03,462958.0
3031,AUT,2020-06-04,471466.0
3032,AUT,2020-06-05,479449.0
3033,AUT,2020-06-06,485912.0
3034,AUT,2020-06-07,489597.0
3035,AUT,2020-06-08,494761.0
3036,AUT,2020-06-09,500921.0
3037,AUT,2020-06-10,506344.0
3038,AUT,2020-06-11,512501.0
3039,AUT,2020-06-12,516738.5
3040,AUT,2020-06-13,520976.0
3041,AUT,2020-06-14,524840.0
3042,AUT,2020-06-15,527670.0
3043,AUT,2020-06-16,532700.0
3044,AUT,2020-06-17,540615.0
3045,AUT,2020-06-18,545927.0
3046,AUT,2020-06-19,552130.0
3047,AUT,2020-06-20,558208.0
3048,AUT,2020-06-21,560584.0
3049,AUT,2020-06-22,565800.0
3050,AUT,2020-06-23,572473.0
3051,AUT,2020-06-24,578584.0
3052,AUT,2020-06-25,584243.0
3053,AUT,2020-06-26,590442.0
3054,AUT,2020-06-27,597495.0
3055,AUT,2020-06-28,602520.0
3056,AUT,2020-06-29,606375.0
3057,AUT,2020-06-30,612756.0
3058,AUT,2020-07-01,620866.0
3059,AUT,2020-07-02,628700.0
3060,AUT,2020-07-03,635505.0
3061,AUT,2020-07-04,642679.0
3062,AUT,2020-07-05,647804.0
3063,AUT,2020-07-06,654105.0
3064,AUT,2020-07-07,660149.0
3065,AUT,2020-07-08,668220.0
3066,AUT,2020-07-09,675727.0
3067,AUT,2020-07-10,683484.0
3068,AUT,2020-07-11,691709.0
3069,AUT,2020-07-12,696740.0
3070,AUT,2020-07-13,700616.0
3071,AUT,2020-07-14,708454.5
3072,AUT,2020-07-15,716293.0
3073,AUT,2020-07-16,726345.0
3074,AUT,2020-07-17,734413.0
3075,AUT,2020-07-18,743090.0
3076,AUT,2020-07-19,748669.0
3077,AUT,2020-07-20,798436.0
3078,AUT,2020-07-21,805600.0
3079,AUT,2020-07-22,814681.0
3080,AUT,2020-07-23,826031.0
3081,AUT,2020-07-24,833841.0
3082,AUT,2020-07-25,840890.0
3083,AUT,2020-07-26,847898.0
3084,AUT,2020-07-27,861206.0
3085,AUT,2020-07-28,870602.0
3086,AUT,2020-07-29,880036.0
3087,AUT,2020-07-30,890461.0
3088,AUT,2020-07-31,897819.0
3089,AUT,2020-08-01,905314.0
3090,AUT,2020-08-02,910437.0
3091,AUT,2020-08-03,916778.0
3092,AUT,2020-08-04,923902.0
3093,AUT,2020-08-05,930588.5
3094,AUT,2020-08-06,937275.0
3095,AUT,2020-08-07,947305.0
3096,AUT,2020-08-08,955239.0
3097,AUT,2020-08-09,961868.0
3098,AUT,2020-08-10,965758.0
3099,AUT,2020-08-11,974508.0
3100,AUT,2020-08-12,983018.0
3101,AUT,2020-08-13,991508.0
3102,AUT,2020-08-14,1003432.0
3103,AUT,2020-08-15,1009354.0
3104,AUT,2020-08-16,1018490.0
3105,AUT,2020-08-17,1024067.0
3106,AUT,2020-08-18,1037888.0
3107,AUT,2020-08-19,1048216.0
3108,AUT,2020-08-20,1061437.0
3109,AUT,2020-08-21,1075409.0
3110,AUT,2020-08-22,1087155.0
3111,AUT,2020-08-23,1094987.0
3112,AUT,2020-08-24,1101206.0
3113,AUT,2020-08-25,1110089.0
3114,AUT,2020-08-26,1119199.0
3115,AUT,2020-08-27,1133243.0
3116,AUT,2020-08-28,1147944.0
3117,AUT,2020-08-29,1160743.0
3118,AUT,2020-08-30,1172092.0
3119,AUT,2020-08-31,1180711.0
3120,AUT,2020-09-01,1193127.0
3121,AUT,2020-09-02,1210568.0
3122,AUT,2020-09-03,1225257.0
3123,AUT,2020-09-04,1236489.0
3124,AUT,2020-09-05,1247807.0
3125,AUT,2020-09-06,1255825.0
3126,AUT,2020-09-07,1266223.0
3127,AUT,2020-09-08,1276477.0
3128,AUT,2020-09-09,1288059.0
3129,AUT,2020-09-10,1303030.0
3130,AUT,2020-09-11,1316819.0
3131,AUT,2020-09-12,1331493.0
3132,AUT,2020-09-13,1342066.0
3133,AUT,2020-09-14,1351408.0
3134,AUT,2020-09-15,1364508.0
3135,AUT,2020-09-16,1379839.0
3136,AUT,2020-09-17,1396902.0
3137,AUT,2020-09-18,1413965.0
3138,AUT,2020-09-19,1432099.0
3139,AUT,2020-09-20,1444683.0
3140,AUT,2020-09-21,1458095.0
3141,AUT,2020-09-22,1472647.0
3142,AUT,2020-09-23,1489264.0
3143,AUT,2020-09-24,1507782.0
3144,AUT,2020-09-25,1526708.0
3145,AUT,2020-09-26,1545634.0
3146,AUT,2020-09-27,1555499.0
