"COUNTRYCODE","CLASS","t","stringency_index"
"DNK",3,78,62.96
"DNK",3,79,62.96
"DNK",3,80,62.96
"DNK",3,81,62.96
"DNK",3,82,62.96
"DNK",3,83,62.96
"DNK",3,84,62.96
"DNK",3,85,62.96
"DNK",3,86,62.96
"DNK",3,87,62.96
"DNK",3,88,62.96
"DNK",3,89,62.96
"DNK",3,90,62.96
"DNK",3,91,62.96
"DNK",3,92,62.96
"DNK",3,93,62.96
"DNK",3,94,62.96
"DNK",3,95,62.96
"DNK",3,96,62.96
"DNK",3,97,62.96
"DNK",3,98,62.96
"DNK",3,99,62.96
"DNK",3,100,62.96
"DNK",3,101,62.96
"DNK",3,102,62.96
"DNK",3,103,62.96
"DNK",3,104,62.96
"DNK",3,105,62.96
"DNK",3,106,62.96
"DNK",3,107,62.96
"DNK",3,108,62.96
"DNK",3,109,62.96
"DNK",3,110,62.96
"DNK",3,111,62.96
"DNK",3,112,60.19
"DNK",3,113,60.19
"DNK",3,114,60.19
"DNK",3,115,60.19
"DNK",3,116,60.19
"DNK",3,117,60.19
"DNK",3,118,60.19
"DNK",3,119,60.19
"DNK",3,120,60.19
"DNK",3,121,60.19
"DNK",3,122,60.19
"DNK",3,123,60.19
"DNK",3,124,60.19
"DNK",3,125,60.19
"DNK",3,126,60.19
"DNK",3,127,60.19
"DNK",3,128,60.19
"DNK",3,129,60.19
"DNK",3,130,60.19
"DNK",3,131,60.19
"DNK",3,132,60.19
"DNK",3,133,60.19
"DNK",3,134,60.19
"DNK",3,135,60.19
"DNK",3,136,56.48
"DNK",3,137,56.48
"DNK",3,138,56.48
"DNK",3,139,56.48
"DNK",3,140,56.48
"DNK",3,141,56.48
"DNK",3,142,56.48
"DNK",3,143,56.48
"DNK",3,144,56.48
"DNK",3,145,56.48
"DNK",3,146,56.48
"DNK",3,147,56.48
"DNK",3,148,56.48
"DNK",3,149,56.48
"DNK",3,150,56.48
"DNK",3,151,56.48
"DNK",3,152,56.48
"DNK",3,153,56.48
"DNK",3,154,56.48
"DNK",3,155,56.48
"DNK",3,156,56.48
"DNK",3,157,56.48
"DNK",3,158,56.48
"DOM",2,-91,0
"DOM",2,-90,0
"DOM",2,-89,0
"DOM",2,-88,0
"DOM",2,-87,0
"DOM",2,-86,0
"DOM",2,-85,0
"DOM",2,-84,0
"DOM",2,-83,0
"DOM",2,-82,0
"DOM",2,-81,0
"DOM",2,-80,0
"DOM",2,-79,0
"DOM",2,-78,0
"DOM",2,-77,0
"DOM",2,-76,0
"DOM",2,-75,0
"DOM",2,-74,0
"DOM",2,-73,0
"DOM",2,-72,0
"DOM",2,-71,0
"DOM",2,-70,0
"DOM",2,-69,0
"DOM",2,-68,0
"DOM",2,-67,0
"DOM",2,-66,0
"DOM",2,-65,0
"DOM",2,-64,0
"DOM",2,-63,0
"DOM",2,-62,0
"DOM",2,-61,0
"DOM",2,-60,0
"DOM",2,-59,0
"DOM",2,-58,0
"DOM",2,-57,0
"DOM",2,-56,0
"DOM",2,-55,0
"DOM",2,-54,0
"DOM",2,-53,0
"DOM",2,-52,0
"DOM",2,-51,0
"DOM",2,-50,0
"DOM",2,-49,0
"DOM",2,-48,0
"DOM",2,-47,0
"DOM",2,-46,0
"DOM",2,-45,0
"DOM",2,-44,0
"DOM",2,-43,0
"DOM",2,-42,0
"DOM",2,-41,0
"DOM",2,-40,0
"DOM",2,-39,0
"DOM",2,-38,0
"DOM",2,-37,0
"DOM",2,-36,0
"DOM",2,-35,0
"DOM",2,-34,0
"DOM",2,-33,0
"DOM",2,-32,0
"DOM",2,-31,0
"DOM",2,-30,11.11
"DOM",2,-29,11.11
"DOM",2,-28,11.11
"DOM",2,-27,11.11
"DOM",2,-26,11.11
"DOM",2,-25,11.11
"DOM",2,-24,11.11
"DOM",2,-23,11.11
"DOM",2,-22,11.11
"DOM",2,-21,11.11
"DOM",2,-20,11.11
"DOM",2,-19,11.11
"DOM",2,-18,11.11
"DOM",2,-17,11.11
"DOM",2,-16,23.15
"DOM",2,-15,26.85
"DOM",2,-14,26.85
"DOM",2,-13,70.37
"DOM",2,-12,81.48
"DOM",2,-11,81.48
"DOM",2,-10,81.48
"DOM",2,-9,81.48
"DOM",2,-8,89.81
"DOM",2,-7,89.81
"DOM",2,-6,89.81
"DOM",2,-5,89.81
"DOM",2,-4,89.81
"DOM",2,-3,89.81
"DOM",2,-2,89.81
"DOM",2,-1,89.81
"DOM",2,0,89.81
"DOM",2,1,89.81
"DOM",2,2,89.81
"DOM",2,3,89.81
"DOM",2,4,89.81
"DOM",2,5,89.81
"DOM",2,6,89.81
"DOM",2,7,89.81
"DOM",2,8,89.81
"DOM",2,9,89.81
"DOM",2,10,89.81
"DOM",2,11,89.81
"DOM",2,12,89.81
"DOM",2,13,89.81
"DOM",2,14,89.81
"DOM",2,15,89.81
"DOM",2,16,89.81
"DOM",2,17,93.52
"DOM",2,18,93.52
"DOM",2,19,93.52
"DOM",2,20,93.52
"DOM",2,21,93.52
"DOM",2,22,93.52
"DOM",2,23,93.52
"DOM",2,24,93.52
"DOM",2,25,93.52
"DOM",2,26,93.52
"DOM",2,27,97.22
"DOM",2,28,97.22
"DOM",2,29,97.22
"DOM",2,30,97.22
"DOM",2,31,97.22
"DOM",2,32,97.22
"DOM",2,33,97.22
"DOM",2,34,97.22
"DOM",2,35,97.22
"DOM",2,36,97.22
"DOM",2,37,97.22
"DOM",2,38,97.22
"DOM",2,39,97.22
"DOM",2,40,97.22
"DOM",2,41,97.22
"DOM",2,42,97.22
"DOM",2,43,97.22
"DOM",2,44,97.22
"DOM",2,45,97.22
"DOM",2,46,97.22
"DOM",2,47,93.52
"DOM",2,48,93.52
"DOM",2,49,84.26
"DOM",2,50,84.26
"DOM",2,51,84.26
"DOM",2,52,84.26
"DOM",2,53,84.26
"DOM",2,54,84.26
"DOM",2,55,84.26
"DOM",2,56,84.26
"DOM",2,57,84.26
"DOM",2,58,84.26
"DOM",2,59,84.26
"DOM",2,60,84.26
"DOM",2,61,78.7
"DOM",2,62,78.7
"DOM",2,63,78.7
"DOM",2,64,78.7
"DOM",2,65,78.7
"DOM",2,66,78.7
"DOM",2,67,78.7
"DOM",2,68,78.7
"DOM",2,69,78.7
"DOM",2,70,78.7
"DOM",2,71,78.7
"DOM",2,72,78.7
"DOM",2,73,78.7
"DOM",2,74,78.7
"DOM",2,75,78.7
"DOM",2,76,78.7
"DOM",2,77,78.7
"DOM",2,78,78.7
"DOM",2,79,78.7
"DOM",2,80,78.7
"DOM",2,81,78.7
"DOM",2,82,78.7
"DOM",2,83,78.7
"DOM",2,84,78.7
"DOM",2,85,78.7
"DOM",2,86,78.7
"DOM",2,87,78.7
"DOM",2,88,75
"DOM",2,89,75
"DOM",2,90,80.56
"DOM",2,91,75
"DOM",2,92,75
"DOM",2,93,75
"DOM",2,94,75
"DOM",2,95,75
"DOM",2,96,75
"DOM",2,97,75
"DOM",2,98,75
"DOM",2,99,75
"DOM",2,100,75
"DOM",2,101,75
"DOM",2,102,75
"DOM",2,103,75
"DOM",2,104,75
"DOM",2,105,75
"DOM",2,106,75
"DOM",2,107,75
"DOM",2,108,75
"DOM",2,109,75
"DOM",2,110,78.7
"DOM",2,111,78.7
"DOM",2,112,78.7
"DOM",2,113,78.7
"DOM",2,114,78.7
"DOM",2,115,78.7
"DOM",2,116,78.7
"DOM",2,117,78.7
"DOM",2,118,78.7
"DOM",2,119,78.7
"DOM",2,120,78.7
"DOM",2,121,78.7
"DOM",2,122,78.7
"DOM",2,123,78.7
"DOM",2,124,78.7
"DOM",2,125,78.7
"DOM",2,126,78.7
"DOM",2,127,78.7
"DOM",2,128,78.7
"DOM",2,129,78.7
"DOM",2,130,78.7
"DOM",2,131,78.7
"DOM",2,132,78.7
"DOM",2,133,78.7
"DOM",2,134,78.7
"DOM",2,135,78.7
"DOM",2,136,78.7
"DOM",2,137,78.7
"DOM",2,138,78.7
"DOM",2,139,78.7
"DOM",2,140,78.7
"DOM",2,141,78.7
"DOM",2,142,78.7
"DZA",4,-94,0
"DZA",4,-93,0
"DZA",4,-92,0
"DZA",4,-91,0
"DZA",4,-90,0
"DZA",4,-89,0
"DZA",4,-88,0
"DZA",4,-87,0
"DZA",4,-86,0
"DZA",4,-85,0
"DZA",4,-84,0
"DZA",4,-83,0
"DZA",4,-82,0
"DZA",4,-81,0
"DZA",4,-80,0
"DZA",4,-79,0
"DZA",4,-78,0
"DZA",4,-77,0
"DZA",4,-76,0
"DZA",4,-75,0
"DZA",4,-74,0
"DZA",4,-73,0
"DZA",4,-72,0
"DZA",4,-71,0
"DZA",4,-70,0
"DZA",4,-69,0
"DZA",4,-68,0
"DZA",4,-67,0
"DZA",4,-66,0
"DZA",4,-65,0
"DZA",4,-64,0
"DZA",4,-63,0
"DZA",4,-62,0
"DZA",4,-61,0
"DZA",4,-60,0
"DZA",4,-59,0
"DZA",4,-58,0
"DZA",4,-57,0
"DZA",4,-56,0
"DZA",4,-55,0
"DZA",4,-54,0
"DZA",4,-53,0
"DZA",4,-52,0
"DZA",4,-51,0
"DZA",4,-50,0
"DZA",4,-49,0
"DZA",4,-48,0
"DZA",4,-47,0
"DZA",4,-46,0
"DZA",4,-45,0
"DZA",4,-44,0
"DZA",4,-43,0
"DZA",4,-42,0
"DZA",4,-41,0
"DZA",4,-40,0
"DZA",4,-39,0
"DZA",4,-38,0
"DZA",4,-37,0
"DZA",4,-36,0
"DZA",4,-35,0
"DZA",4,-34,0
"DZA",4,-33,0
"DZA",4,-32,0
"DZA",4,-31,0
"DZA",4,-30,5.56
"DZA",4,-29,5.56
"DZA",4,-28,5.56
"DZA",4,-27,5.56
"DZA",4,-26,5.56
"DZA",4,-25,16.67
"DZA",4,-24,16.67
"DZA",4,-23,30.56
"DZA",4,-22,30.56
"DZA",4,-21,36.11
"DZA",4,-20,36.11
"DZA",4,-19,36.11
"DZA",4,-18,38.89
"DZA",4,-17,38.89
"DZA",4,-16,38.89
"DZA",4,-15,38.89
"DZA",4,-14,38.89
"DZA",4,-13,38.89
"DZA",4,-12,75
"DZA",4,-11,75
"DZA",4,-10,75
"DZA",4,-9,75
"DZA",4,-8,75
"DZA",4,-7,75
"DZA",4,-6,75
"DZA",4,-5,86.57
"DZA",4,-4,86.57
"DZA",4,-3,86.57
"DZA",4,-2,86.57
"DZA",4,-1,86.57
"DZA",4,0,86.57
"DZA",4,1,86.57
"DZA",4,2,86.57
"DZA",4,3,86.57
"DZA",4,4,86.57
"DZA",4,5,86.57
"DZA",4,6,86.57
"DZA",4,7,86.57
"DZA",4,8,86.57
"DZA",4,9,86.57
"DZA",4,10,92.13
"DZA",4,11,92.13
"DZA",4,12,92.13
"DZA",4,13,92.13
"DZA",4,14,92.13
"DZA",4,15,92.13
"DZA",4,16,92.13
"DZA",4,17,92.13
"DZA",4,18,92.13
"DZA",4,19,92.13
"DZA",4,20,76.85
"DZA",4,21,76.85
"DZA",4,22,76.85
"DZA",4,23,76.85
"DZA",4,24,76.85
"DZA",4,25,76.85
"DZA",4,26,76.85
"DZA",4,27,76.85
"DZA",4,28,76.85
"DZA",4,29,76.85
"DZA",4,30,76.85
"DZA",4,31,76.85
"DZA",4,32,76.85
"DZA",4,33,76.85
"DZA",4,34,76.85
"DZA",4,35,76.85
"DZA",4,36,76.85
"DZA",4,37,76.85
"DZA",4,38,87.96
"DZA",4,39,87.96
"DZA",4,40,76.85
"DZA",4,41,76.85
"DZA",4,42,76.85
"DZA",4,43,76.85
"DZA",4,44,76.85
"DZA",4,45,76.85
"DZA",4,46,76.85
"DZA",4,47,76.85
"DZA",4,48,76.85
"DZA",4,49,76.85
"DZA",4,50,76.85
"DZA",4,51,76.85
"DZA",4,52,76.85
"DZA",4,53,76.85
"DZA",4,54,76.85
"DZA",4,55,76.85
"DZA",4,56,76.85
"DZA",4,57,76.85
"DZA",4,58,76.85
"DZA",4,59,76.85
"DZA",4,60,76.85
"DZA",4,61,76.85
"DZA",4,62,76.85
"DZA",4,63,76.85
"DZA",4,64,76.85
"DZA",4,65,76.85
"DZA",4,66,76.85
"DZA",4,67,76.85
"DZA",4,68,76.85
"DZA",4,69,76.85
"DZA",4,70,76.85
"DZA",4,71,65.74
"DZA",4,72,65.74
"DZA",4,73,65.74
"DZA",4,74,65.74
"DZA",4,75,65.74
"DZA",4,76,65.74
"DZA",4,77,65.74
"DZA",4,78,65.74
"DZA",4,79,65.74
"DZA",4,80,65.74
"DZA",4,81,65.74
"DZA",4,82,65.74
"DZA",4,83,65.74
"DZA",4,84,65.74
"DZA",4,85,65.74
"DZA",4,86,65.74
"DZA",4,87,65.74
"DZA",4,88,65.74
"DZA",4,89,65.74
"DZA",4,90,65.74
"DZA",4,91,65.74
"DZA",4,92,65.74
"DZA",4,93,65.74
"DZA",4,94,65.74
"DZA",4,95,65.74
"DZA",4,96,65.74
"DZA",4,97,74.07
"DZA",4,98,74.07
"DZA",4,99,74.07
"DZA",4,100,74.07
"DZA",4,101,74.07
"DZA",4,102,74.07
"DZA",4,103,74.07
"DZA",4,104,74.07
"DZA",4,105,74.07
"DZA",4,106,74.07
"DZA",4,107,74.07
"DZA",4,108,74.07
"DZA",4,109,74.07
"DZA",4,110,74.07
"DZA",4,111,74.07
"DZA",4,112,74.07
"DZA",4,113,74.07
"DZA",4,114,79.63
"DZA",4,115,79.63
"DZA",4,116,79.63
"DZA",4,117,79.63
"DZA",4,118,79.63
"DZA",4,119,79.63
"DZA",4,120,79.63
"DZA",4,121,79.63
"DZA",4,122,79.63
"DZA",4,123,79.63
"DZA",4,124,79.63
"DZA",4,125,79.63
"DZA",4,126,87.96
"DZA",4,127,87.96
"DZA",4,128,85.19
"DZA",4,129,85.19
"DZA",4,130,85.19
"DZA",4,131,85.19
"DZA",4,132,85.19
"DZA",4,133,68.52
"DZA",4,134,68.52
"DZA",4,135,68.52
"ECU",3,-84,0
"ECU",3,-83,0
"ECU",3,-82,0
"ECU",3,-81,0
"ECU",3,-80,0
"ECU",3,-79,0
"ECU",3,-78,0
"ECU",3,-77,0
"ECU",3,-76,0
"ECU",3,-75,0
"ECU",3,-74,0
"ECU",3,-73,0
"ECU",3,-72,0
"ECU",3,-71,0
"ECU",3,-70,0
"ECU",3,-69,0
"ECU",3,-68,0
"ECU",3,-67,0
"ECU",3,-66,0
"ECU",3,-65,0
"ECU",3,-64,0
"ECU",3,-63,0
"ECU",3,-62,0
"ECU",3,-61,0
"ECU",3,-60,0
"ECU",3,-59,5.56
"ECU",3,-58,5.56
"ECU",3,-57,5.56
"ECU",3,-56,5.56
"ECU",3,-55,5.56
"ECU",3,-54,5.56
"ECU",3,-53,5.56
"ECU",3,-52,5.56
"ECU",3,-51,5.56
"ECU",3,-50,5.56
"ECU",3,-49,5.56
"ECU",3,-48,5.56
"ECU",3,-47,5.56
"ECU",3,-46,5.56
"ECU",3,-45,5.56
"ECU",3,-44,5.56
"ECU",3,-43,5.56
"ECU",3,-42,5.56
"ECU",3,-41,5.56
"ECU",3,-40,5.56
"ECU",3,-39,5.56
"ECU",3,-38,5.56
"ECU",3,-37,5.56
"ECU",3,-36,5.56
"ECU",3,-35,5.56
"ECU",3,-34,5.56
"ECU",3,-33,5.56
"ECU",3,-32,5.56
"ECU",3,-31,5.56
"ECU",3,-30,5.56
"ECU",3,-29,5.56
"ECU",3,-28,5.56
"ECU",3,-27,5.56
"ECU",3,-26,5.56
"ECU",3,-25,5.56
"ECU",3,-24,5.56
"ECU",3,-23,8.33
"ECU",3,-22,8.33
"ECU",3,-21,8.33
"ECU",3,-20,8.33
"ECU",3,-19,8.33
"ECU",3,-18,8.33
"ECU",3,-17,8.33
"ECU",3,-16,8.33
"ECU",3,-15,8.33
"ECU",3,-14,8.33
"ECU",3,-13,8.33
"ECU",3,-12,36.11
"ECU",3,-11,36.11
"ECU",3,-10,55.56
"ECU",3,-9,55.56
"ECU",3,-8,93.52
"ECU",3,-7,93.52
"ECU",3,-6,93.52
"ECU",3,-5,93.52
"ECU",3,-4,93.52
"ECU",3,-3,93.52
"ECU",3,-2,93.52
"ECU",3,-1,93.52
"ECU",3,0,93.52
"ECU",3,1,93.52
"ECU",3,2,93.52
"ECU",3,3,93.52
"ECU",3,4,93.52
"ECU",3,5,93.52
"ECU",3,6,93.52
"ECU",3,7,93.52
"ECU",3,8,93.52
"ECU",3,9,93.52
"ECU",3,10,93.52
"ECU",3,11,93.52
"ECU",3,12,93.52
"ECU",3,13,93.52
"ECU",3,14,93.52
"ECU",3,15,93.52
"ECU",3,16,93.52
"ECU",3,17,93.52
"ECU",3,18,93.52
"ECU",3,19,93.52
"ECU",3,20,93.52
"ECU",3,21,93.52
"ECU",3,22,93.52
"ECU",3,23,93.52
"ECU",3,24,93.52
"ECU",3,25,93.52
"ECU",3,26,93.52
"ECU",3,27,93.52
"ECU",3,28,93.52
"ECU",3,29,93.52
"ECU",3,30,93.52
"ECU",3,31,93.52
"ECU",3,32,93.52
"ECU",3,33,93.52
"ECU",3,34,93.52
"ECU",3,35,93.52
"ECU",3,36,93.52
"ECU",3,37,93.52
"ECU",3,38,93.52
"ECU",3,39,93.52
"ECU",3,40,86.11
"ECU",3,41,86.11
"ECU",3,42,86.11
"ECU",3,43,86.11
"ECU",3,44,86.11
"ECU",3,45,86.11
"ECU",3,46,86.11
"ECU",3,47,86.11
"ECU",3,48,86.11
"ECU",3,49,86.11
"ECU",3,50,86.11
"ECU",3,51,86.11
"ECU",3,52,86.11
"ECU",3,53,86.11
"ECU",3,54,86.11
"ECU",3,55,86.11
"ECU",3,56,86.11
"ECU",3,57,86.11
"ECU",3,58,86.11
"ECU",3,59,86.11
"ECU",3,60,86.11
"ECU",3,61,86.11
"ECU",3,62,86.11
"ECU",3,63,86.11
"ECU",3,64,86.11
"ECU",3,65,86.11
"ECU",3,66,86.11
"ECU",3,67,86.11
"ECU",3,68,86.11
"ECU",3,69,86.11
"ECU",3,70,86.11
"ECU",3,71,86.11
"ECU",3,72,86.11
"ECU",3,73,86.11
"ECU",3,74,86.11
"ECU",3,75,86.11
"ECU",3,76,86.11
"ECU",3,77,86.11
"ECU",3,78,86.11
"ECU",3,79,86.11
"ECU",3,80,86.11
"ECU",3,81,86.11
"ECU",3,82,86.11
"ECU",3,83,86.11
"ECU",3,84,86.11
"ECU",3,85,86.11
"ECU",3,86,82.41
"ECU",3,87,82.41
"ECU",3,88,82.41
"ECU",3,89,82.41
"ECU",3,90,82.41
"ECU",3,91,82.41
"ECU",3,92,82.41
"ECU",3,93,82.41
"ECU",3,94,82.41
"ECU",3,95,82.41
"ECU",3,96,82.41
"ECU",3,97,82.41
"ECU",3,98,82.41
"ECU",3,99,82.41
"ECU",3,100,82.41
"ECU",3,101,82.41
"ECU",3,102,82.41
"ECU",3,103,82.41
"ECU",3,104,82.41
"ECU",3,105,82.41
"ECU",3,106,82.41
"ECU",3,107,82.41
"ECU",3,108,82.41
"ECU",3,109,82.41
"ECU",3,110,82.41
"ECU",3,111,82.41
"ECU",3,112,82.41
"ECU",3,113,82.41
"ECU",3,114,82.41
"ECU",3,115,82.41
"ECU",3,116,82.41
"ECU",3,117,82.41
"ECU",3,118,82.41
"ECU",3,119,82.41
"ECU",3,120,83.8
"ECU",3,121,81.02
"ECU",3,122,81.02
"ECU",3,123,81.02
"ECU",3,124,81.02
"ECU",3,125,81.02
"ECU",3,126,81.02
"ECU",3,127,81.02
"ECU",3,128,81.02
"ECU",3,129,79.17
"ECU",3,130,79.17
"ECU",3,131,79.17
"ECU",3,132,79.17
"ECU",3,133,79.17
"ECU",3,134,79.17
"ECU",3,135,79.17
"ECU",3,136,79.17
"ECU",3,137,79.17
"ECU",3,138,79.17
"ECU",3,139,79.17
"ECU",3,140,79.17
"ECU",3,141,79.17
"ECU",3,142,79.17
"ECU",3,143,79.17
"ECU",3,144,79.17
"ECU",3,145,79.17
"EGY",2,-96,0
"EGY",2,-95,0
"EGY",2,-94,0
"EGY",2,-93,0
"EGY",2,-92,0
"EGY",2,-91,0
"EGY",2,-90,0
"EGY",2,-89,0
"EGY",2,-88,0
"EGY",2,-87,0
"EGY",2,-86,0
"EGY",2,-85,0
"EGY",2,-84,0
"EGY",2,-83,0
"EGY",2,-82,0
"EGY",2,-81,0
"EGY",2,-80,0
"EGY",2,-79,0
"EGY",2,-78,0
"EGY",2,-77,0
"EGY",2,-76,0
"EGY",2,-75,0
"EGY",2,-74,0
"EGY",2,-73,0
"EGY",2,-72,0
"EGY",2,-71,0
"EGY",2,-70,0
"EGY",2,-69,0
"EGY",2,-68,0
"EGY",2,-67,0
"EGY",2,-66,0
"EGY",2,-65,0
"EGY",2,-64,0
"EGY",2,-63,0
"EGY",2,-62,0
"EGY",2,-61,0
"EGY",2,-60,0
"EGY",2,-59,0
"EGY",2,-58,0
"EGY",2,-57,0
"EGY",2,-56,0
"EGY",2,-55,0
"EGY",2,-54,0
"EGY",2,-53,0
"EGY",2,-52,0
"EGY",2,-51,0
"EGY",2,-50,0
"EGY",2,-49,0
"EGY",2,-48,0
"EGY",2,-47,0
"EGY",2,-46,0
"EGY",2,-45,0
"EGY",2,-44,0
"EGY",2,-43,0
"EGY",2,-42,0
"EGY",2,-41,0
"EGY",2,-40,0
"EGY",2,-39,0
"EGY",2,-38,0
"EGY",2,-37,0
"EGY",2,-36,0
"EGY",2,-35,0
"EGY",2,-34,0
"EGY",2,-33,0
"EGY",2,-32,0
"EGY",2,-31,0
"EGY",2,-30,0
"EGY",2,-29,0
"EGY",2,-28,0
"EGY",2,-27,0
"EGY",2,-26,0
"EGY",2,-25,0
"EGY",2,-24,0
"EGY",2,-23,0
"EGY",2,-22,11.11
"EGY",2,-21,18.52
"EGY",2,-20,18.52
"EGY",2,-19,18.52
"EGY",2,-18,29.63
"EGY",2,-17,29.63
"EGY",2,-16,40.74
"EGY",2,-15,40.74
"EGY",2,-14,40.74
"EGY",2,-13,51.85
"EGY",2,-12,84.26
"EGY",2,-11,84.26
"EGY",2,-10,84.26
"EGY",2,-9,84.26
"EGY",2,-8,84.26
"EGY",2,-7,84.26
"EGY",2,-6,84.26
"EGY",2,-5,84.26
"EGY",2,-4,84.26
"EGY",2,-3,84.26
"EGY",2,-2,84.26
"EGY",2,-1,84.26
"EGY",2,0,84.26
"EGY",2,1,84.26
"EGY",2,2,84.26
"EGY",2,3,84.26
"EGY",2,4,84.26
"EGY",2,5,84.26
"EGY",2,6,84.26
"EGY",2,7,84.26
"EGY",2,8,84.26
"EGY",2,9,84.26
"EGY",2,10,84.26
"EGY",2,11,84.26
"EGY",2,12,84.26
"EGY",2,13,84.26
"EGY",2,14,84.26
"EGY",2,15,84.26
"EGY",2,16,84.26
"EGY",2,17,84.26
"EGY",2,18,84.26
"EGY",2,19,84.26
"EGY",2,20,84.26
"EGY",2,21,84.26
"EGY",2,22,84.26
"EGY",2,23,84.26
"EGY",2,24,84.26
"EGY",2,25,84.26
"EGY",2,26,84.26
"EGY",2,27,84.26
"EGY",2,28,84.26
"EGY",2,29,84.26
"EGY",2,30,84.26
"EGY",2,31,84.26
"EGY",2,32,84.26
"EGY",2,33,84.26
"EGY",2,34,84.26
"EGY",2,35,84.26
"EGY",2,36,84.26
"EGY",2,37,84.26
"EGY",2,38,84.26
"EGY",2,39,84.26
"EGY",2,40,84.26
"EGY",2,41,84.26
"EGY",2,42,84.26
"EGY",2,43,84.26
"EGY",2,44,84.26
"EGY",2,45,84.26
"EGY",2,46,84.26
"EGY",2,47,84.26
"EGY",2,48,84.26
"EGY",2,49,84.26
"EGY",2,50,84.26
"EGY",2,51,84.26
"EGY",2,52,84.26
"EGY",2,53,84.26
"EGY",2,54,84.26
"EGY",2,55,84.26
"EGY",2,56,84.26
"EGY",2,57,84.26
"EGY",2,58,84.26
"EGY",2,59,84.26
"EGY",2,60,84.26
"EGY",2,61,84.26
"EGY",2,62,71.3
"EGY",2,63,71.3
"EGY",2,64,71.3
"EGY",2,65,71.3
"EGY",2,66,71.3
"EGY",2,67,71.3
"EGY",2,68,71.3
"EGY",2,69,71.3
"EGY",2,70,71.3
"EGY",2,71,71.3
"EGY",2,72,71.3
"EGY",2,73,71.3
"EGY",2,74,71.3
"EGY",2,75,71.3
"EGY",2,76,71.3
"EGY",2,77,71.3
"EGY",2,78,71.3
"EGY",2,79,71.3
"EGY",2,80,71.3
"EGY",2,81,71.3
"EGY",2,82,71.3
"EGY",2,83,71.3
"EGY",2,84,71.3
"EGY",2,85,71.3
"EGY",2,86,60.19
"EGY",2,87,60.19
"EGY",2,88,60.19
"EGY",2,89,60.19
"EGY",2,90,60.19
"EGY",2,91,60.19
"EGY",2,92,60.19
"EGY",2,93,60.19
"EGY",2,94,60.19
"EGY",2,95,60.19
"EGY",2,96,60.19
"EGY",2,97,60.19
"EGY",2,98,60.19
"EGY",2,99,60.19
"EGY",2,100,60.19
"EGY",2,101,60.19
"EGY",2,102,60.19
"EGY",2,103,60.19
"EGY",2,104,60.19
"EGY",2,105,60.19
"EGY",2,106,60.19
"EGY",2,107,60.19
"EGY",2,108,60.19
"EGY",2,109,60.19
"EGY",2,110,60.19
"EGY",2,111,60.19
"EGY",2,112,60.19
"EGY",2,113,60.19
"EGY",2,114,60.19
"EGY",2,115,60.19
"EGY",2,116,60.19
"EGY",2,117,60.19
"EGY",2,118,60.19
"EGY",2,119,57.41
"EGY",2,120,57.41
"EGY",2,121,57.41
"EGY",2,122,57.41
"EGY",2,123,57.41
"EGY",2,124,57.41
"EGY",2,125,57.41
"EGY",2,126,57.41
"EGY",2,127,57.41
"EGY",2,128,57.41
"EGY",2,129,57.41
"EGY",2,130,57.41
"EGY",2,131,57.41
"EGY",2,132,57.41
"EGY",2,133,57.41
"EGY",2,134,57.41
"EGY",2,135,57.41
"EGY",2,136,57.41
"EGY",2,137,57.41
"EGY",2,138,57.41
"ESP",3,-67,0
"ESP",3,-66,0
"ESP",3,-65,0
"ESP",3,-64,0
"ESP",3,-63,0
"ESP",3,-62,0
"ESP",3,-61,0
"ESP",3,-60,0
"ESP",3,-59,0
"ESP",3,-58,0
"ESP",3,-57,0
"ESP",3,-56,0
"ESP",3,-55,0
"ESP",3,-54,0
"ESP",3,-53,0
"ESP",3,-52,0
"ESP",3,-51,0
"ESP",3,-50,0
"ESP",3,-49,0
"ESP",3,-48,0
"ESP",3,-47,0
"ESP",3,-46,0
"ESP",3,-45,0
"ESP",3,-44,0
"ESP",3,-43,0
"ESP",3,-42,0
"ESP",3,-41,0
"ESP",3,-40,0
"ESP",3,-39,0
"ESP",3,-38,0
"ESP",3,-37,11.11
"ESP",3,-36,11.11
"ESP",3,-35,11.11
"ESP",3,-34,11.11
"ESP",3,-33,11.11
"ESP",3,-32,11.11
"ESP",3,-31,11.11
"ESP",3,-30,11.11
"ESP",3,-29,11.11
"ESP",3,-28,11.11
"ESP",3,-27,11.11
"ESP",3,-26,11.11
"ESP",3,-25,11.11
"ESP",3,-24,11.11
"ESP",3,-23,11.11
"ESP",3,-22,11.11
"ESP",3,-21,11.11
"ESP",3,-20,11.11
"ESP",3,-19,11.11
"ESP",3,-18,11.11
"ESP",3,-17,11.11
"ESP",3,-16,11.11
"ESP",3,-15,11.11
"ESP",3,-14,11.11
"ESP",3,-13,11.11
"ESP",3,-12,11.11
"ESP",3,-11,11.11
"ESP",3,-10,11.11
"ESP",3,-9,11.11
"ESP",3,-8,11.11
"ESP",3,-7,11.11
"ESP",3,-6,11.11
"ESP",3,-5,11.11
"ESP",3,-4,11.11
"ESP",3,-3,11.11
"ESP",3,-2,11.11
"ESP",3,-1,11.11
"ESP",3,0,11.11
"ESP",3,1,25
"ESP",3,2,45.83
"ESP",3,3,45.83
"ESP",3,4,45.83
"ESP",3,5,45.83
"ESP",3,6,67.13
"ESP",3,7,67.13
